lemma,role,eligible_control,family,pool,holdout,drop,metric,reference,features,ones,n_pronoun,n_compound,draws,d_pronoun,d_pronoun_percentile,d_pronoun_percentile_mcse,d_pronoun_lower_tail,d_pronoun_null_q025,d_pronoun_null_median,d_pronoun_null_q975,d_compound,d_compound_percentile,d_compound_percentile_mcse,d_compound_lower_tail,d_compound_null_q025,d_compound_null_median,d_compound_null_q975,delta,delta_percentile,delta_percentile_mcse,delta_lower_tail,delta_null_q025,delta_null_median,delta_null_q975
anyone,compound_anchor,True,C:any,nonlocative,family,none,jaccard,fixed_total,154,27,41,9,20000,0.7815811418872559,0.00035,0.00013226771993758295,0.00039998000099995,0.8331515209707662,0.8980689135885291,0.9479862277697425,0.4502731155357741,0.0,0.0,4.999750012499375e-05,0.8272743040314144,0.9027398641470814,0.9603125262434364,0.3313080263514818,1.0,0.0,1.0,-0.07485011409908249,-0.004173176156296254,0.06700269473825428
anyone,compound_anchor,True,C:any,nonlocative,family,none,dice,fixed_total,154,27,41,9,20000,0.6432312265405868,0.00035,0.00013226771993758295,0.00039998000099995,0.715386733793221,0.8164395665560724,0.9021253979373567,0.29416050814518246,0.0,0.0,4.999750012499375e-05,0.7061790752882706,0.8232731579474875,0.9240295553035017,0.3490707183954044,1.0,0.0,1.0,-0.12278029954018581,-0.006297153038021197,0.10750925153822868
anyone,compound_anchor,True,C:any,nonlocative,family,none,hamming,fixed_total,154,27,41,9,20000,0.2416851441241685,0.000325,0.0001249819978036387,0.00039998000099995,0.26924295216978145,0.3072537218878682,0.33956287614824204,0.10606060606060606,0.0,0.0,4.999750012499375e-05,0.2532467532467532,0.2950937950937951,0.3311688311688312,0.13562453806356245,1.0,0.0,1.0,-0.030427093231971236,0.012265512265512257,0.05379667757716547
anyone,compound_anchor,True,C:any,nonlocative,family,none,idf_jaccard,fixed_total,154,27,41,9,20000,0.929379414091132,0.04425,0.0014542017088872183,0.04429778511074446,0.9256084052741881,0.95279853352848,0.9729803544553338,0.6677758407996522,0.0,0.0,4.999750012499375e-05,0.8853017491155016,0.9404618484991827,0.9791719000975017,0.26160357329147976,1.0,0.0,1.0,-0.034321987758174285,0.01236082206743977,0.0693116104313886
anyone,compound_anchor,True,C:any,full,item,none,jaccard,within_block,154,27,41,15,20000,0.7815811418872559,0.00145,0.0002690696841428745,0.0014999250037498126,0.8204828035287163,0.8858609153726217,0.9373855346372358,0.45915544169538974,0.0,0.0,4.999750012499375e-05,0.80945941963267,0.8843578331604427,0.94186285599422,0.32242570019186617,1.0,0.0,1.0,-0.06925923641913848,0.0011446236795614184,0.07418305876392756
anyone,compound_anchor,True,C:any,full,item,none,dice,within_block,154,27,41,15,20000,0.6432312265405868,0.00145,0.0002690696841428745,0.0014999250037498126,0.6970791950133105,0.7966447716204923,0.8834303557553329,0.31074035945060086,0.0,0.0,4.999750012499375e-05,0.6814038253617258,0.7939797017309829,0.8911924054366943,0.332490867089986,1.0,0.0,1.0,-0.10940020390788104,0.0023442444710392585,0.11658984175908216
anyone,compound_anchor,True,C:any,full,item,none,hamming,within_block,154,27,41,15,20000,0.2416851441241685,0.00145,0.0002690696841428745,0.0014999250037498126,0.26195755464048154,0.2993348115299336,0.332277478618942,0.10735930735930735,0.0,0.0,4.999750012499375e-05,0.23722943722943723,0.27705627705627695,0.3108225108225108,0.13432583676486115,1.0,0.0,1.0,-0.01811846689895469,0.022574173793685995,0.06377362474923454
anyone,compound_anchor,True,C:any,full,item,none,idf_jaccard,within_block,154,27,41,15,20000,0.9251021427160832,0.09005,0.0020241676654212436,0.09009549522523874,0.9145278024787652,0.945244137285304,0.9676182085521018,0.635755957846751,0.0,0.0,4.999750012499375e-05,0.8849524610842932,0.9342482882399851,0.9699699905381768,0.28934618486933217,1.0,0.0,1.0,-0.034383457710143464,0.010791893004028497,0.0627928182940962
anyone,compound_anchor,True,C:any,full,family,none,jaccard,within_block,154,27,41,12,20000,0.7815811418872559,0.00145,0.0002690696841428745,0.0014999250037498126,0.8204828035287163,0.8858609153726217,0.9373855346372358,0.5045728035197974,0.0,0.0,4.999750012499375e-05,0.80815767180607,0.8849112422808343,0.9435931929508989,0.27700833836745853,1.0,0.0,1.0,-0.07029152581511092,0.0005122176670695477,0.07453495834734238
anyone,compound_anchor,True,C:any,full,family,none,dice,within_block,154,27,41,12,20000,0.6432312265405868,0.00145,0.0002690696841428745,0.0014999250037498126,0.6970791950133105,0.7966447716204923,0.8834303557553329,0.3459238248818021,0.0,0.0,4.999750012499375e-05,0.6795176473430878,0.794825795378947,0.8943256079541096,0.2973074016587847,1.0,0.0,1.0,-0.11159869665911774,0.001327339822574547,0.11668843097011468
anyone,compound_anchor,True,C:any,full,family,none,hamming,within_block,154,27,41,12,20000,0.2416851441241685,0.00145,0.0002690696841428745,0.0014999250037498126,0.26195755464048154,0.2993348115299336,0.332277478618942,0.11958874458874459,0.0,0.0,4.999750012499375e-05,0.23647186147186147,0.27651515151515155,0.3122294372294372,0.12209639953542391,1.0,0.0,1.0,-0.01880741210009496,0.022238939921866707,0.06341793369232389
anyone,compound_anchor,True,C:any,full,family,none,idf_jaccard,within_block,154,27,41,12,20000,0.9268928752024284,0.09195,0.0020432739961716274,0.0919954002299885,0.9167039682341696,0.9464247974654361,0.9681561423412378,0.7106617451617226,0.0,0.0,4.999750012499375e-05,0.8791737331603684,0.9335944438425563,0.9721760588193887,0.2162311300407057,1.0,0.0,1.0,-0.03455196679898877,0.012648287992950369,0.06921866122638255
anyone,compound_anchor,True,C:any,nonlocative,item,none,jaccard,within_block,154,27,41,11,20000,0.7815811418872559,0.00145,0.0002690696841428745,0.0014999250037498126,0.8204828035287163,0.8858609153726217,0.9373855346372358,0.4043105475468404,0.0,0.0,4.999750012499375e-05,0.799716878119946,0.8799523528607784,0.940662517919188,0.3772705943404155,1.0,0.0,1.0,-0.0646503476595031,0.0060029902205451235,0.0808886626074708
anyone,compound_anchor,True,C:any,nonlocative,item,none,dice,within_block,154,27,41,11,20000,0.6432312265405868,0.00145,0.0002690696841428745,0.0014999250037498126,0.6970791950133105,0.7966447716204923,0.8834303557553329,0.26158764240763915,0.0,0.0,4.999750012499375e-05,0.6673751847537114,0.7862489650932152,0.888638559166731,0.3816435841329477,1.0,0.0,1.0,-0.10240726858444255,0.010363900839685025,0.12557913479239619
anyone,compound_anchor,True,C:any,nonlocative,item,none,hamming,within_block,154,27,41,11,20000,0.2416851441241685,0.00145,0.0002690696841428745,0.0014999250037498126,0.26195755464048154,0.2993348115299336,0.332277478618942,0.09445100354191262,0.0,0.0,4.999750012499375e-05,0.23966942148760328,0.282172373081464,0.3187721369539551,0.14723414058225587,1.0,0.0,1.0,-0.02407420738906318,0.01736401071212601,0.05940694560428482
anyone,compound_anchor,True,C:any,nonlocative,item,none,idf_jaccard,within_block,154,27,41,11,20000,0.9293076423447347,0.10625,0.0021790558251716407,0.10629468526573671,0.917819643721297,0.9472718774310157,0.9688567295981568,0.5969893391890945,0.0,0.0,4.999750012499375e-05,0.8747190351281031,0.9308344515527899,0.9707748802682739,0.33231830315564026,1.0,0.0,1.0,-0.03238519558560356,0.016276369466050933,0.07457166307206198
anyone,compound_anchor,True,C:any,nonlocative,family,none,jaccard,within_block,154,27,41,9,20000,0.7815811418872559,0.00145,0.0002690696841428745,0.0014999250037498126,0.8204828035287163,0.8858609153726217,0.9373855346372358,0.4502731155357741,0.0,0.0,4.999750012499375e-05,0.7989529618867688,0.8804927403921935,0.9425815200139145,0.3313080263514818,1.0,0.0,1.0,-0.06625934473395072,0.005306299716697549,0.08150079867037184
