diagnostic,weighting,altered_dummy_it,holdout,lemma,role,features,d_pronoun,d_compound,delta
no_morph,equal_block_total,False,item,your_sing,pronoun_anchor,89,0.6767917021526089,0.7975999909209603,-0.12080828876835148
no_morph,equal_block_total,False,item,yours_sing,pronoun_anchor,89,0.4367766714652623,0.7515746211775024,-0.3147979497122401
no_morph,equal_block_total,False,item,your_plur,pronoun_anchor,89,0.6767917021526089,0.7975999909209603,-0.12080828876835148
no_morph,equal_block_total,False,item,yours_plur,pronoun_anchor,89,0.4367766714652623,0.7515746211775024,-0.3147979497122401
no_morph,equal_block_total,False,item,yourself,pronoun_anchor,89,0.47333100626206637,0.8166577073608956,-0.34332670109882923
no_morph,equal_block_total,False,item,yourselves,pronoun_anchor,89,0.47240167334963734,0.8308568033218515,-0.3584551299722142
no_morph,equal_block_total,False,family,anybody,compound_anchor,89,0.8061223008958084,0.5181445740778599,0.28797772681794853
no_morph,equal_block_total,False,family,anyone,compound_anchor,89,0.8061223008958084,0.5181445740778599,0.28797772681794853
no_morph,equal_block_total,False,family,anything,compound_anchor,89,0.8136502702486016,0.5167417152795022,0.2969085549690994
no_morph,equal_block_total,False,family,anywhere,compound_anchor,89,0.868610297015012,0.5950651954323809,0.2735451015826311
no_morph,equal_block_total,False,family,everybody,compound_anchor,89,0.7475960416733383,0.5568142090377664,0.1907818326355719
no_morph,equal_block_total,False,family,everyone,compound_anchor,89,0.7475960416733383,0.5568142090377664,0.1907818326355719
no_morph,equal_block_total,False,family,everything,compound_anchor,89,0.7752081969124603,0.5139097441484678,0.26129845276399255
no_morph,equal_block_total,False,family,everywhere,compound_anchor,89,0.8338902688946301,0.5692580297105326,0.2646322391840975
no_morph,equal_block_total,False,family,nobody,compound_anchor,89,0.7907186048066341,0.4718066551089988,0.31891194969763537
no_morph,equal_block_total,False,family,no_one,compound_anchor,89,0.7907186048066341,0.4718066551089988,0.31891194969763537
no_morph,equal_block_total,False,family,nothing,compound_anchor,89,0.8138806912898434,0.48705305115028935,0.32682764013955407
no_morph,equal_block_total,False,family,nowhere,compound_anchor,89,0.865411195222031,0.5658952665899672,0.2995159286320638
no_morph,equal_block_total,False,family,somebody,compound_anchor,89,0.7960774947035019,0.48514650346399407,0.3109309912395078
no_morph,equal_block_total,False,family,someone,compound_anchor,89,0.7960774947035019,0.48514650346399407,0.3109309912395078
no_morph,equal_block_total,False,family,something,compound_anchor,89,0.8185801574268188,0.5031977415833834,0.3153824158434354
no_morph,equal_block_total,False,family,somewhere,compound_anchor,89,0.8719489172183191,0.5859606913705658,0.2859882258477533
no_morph,equal_block_total,False,family,each_other,target,89,0.7248166149678301,0.7061545503014847,0.018662064666345457
no_morph,equal_block_total,False,family,one_another,target,89,0.7248166149678301,0.7061545503014847,0.018662064666345457
no_morph,equal_block_total,False,family,he,pronoun_anchor,89,0.6871584575886809,0.7522165992198874,-0.06505814163120649
no_morph,equal_block_total,False,family,him,pronoun_anchor,89,0.4835445696168808,0.8192994565888951,-0.33575488697201433
no_morph,equal_block_total,False,family,himself,pronoun_anchor,89,0.49938318283865496,0.8276764839775379,-0.32829330113888294
no_morph,equal_block_total,False,family,his,pronoun_anchor,89,0.46496537282532174,0.76944130558938,-0.3044759327640582
no_morph,equal_block_total,False,family,she,pronoun_anchor,89,0.686452703296474,0.7522165992198874,-0.06576389592341336
no_morph,equal_block_total,False,family,her_acc,pronoun_anchor,89,0.47047125921967037,0.8002843671848321,-0.3298131079651617
no_morph,equal_block_total,False,family,her_dep,pronoun_anchor,89,0.6753669949772374,0.7958544289147471,-0.12048743393750971
no_morph,equal_block_total,False,family,hers,pronoun_anchor,89,0.4525617754438064,0.7606364145741799,-0.3080746391303735
no_morph,equal_block_total,False,family,herself,pronoun_anchor,89,0.4906635219281845,0.8276764839775379,-0.3370129620493534
no_morph,equal_block_total,False,family,it_plain,pronoun_anchor,89,0.5397749574042531,0.8239332499900582,-0.28415829258580516
no_morph,equal_block_total,False,family,it_dum,pronoun_anchor,89,0.8249033136962691,0.8044548888047577,0.02044842489151144
no_morph,equal_block_total,False,family,its,pronoun_anchor,89,0.5271423446675477,0.8009343859532785,-0.27379204128573076
no_morph,equal_block_total,False,family,itself,pronoun_anchor,89,0.5345580328114845,0.8066513708656395,-0.27209333805415503
no_morph,equal_block_total,False,family,I,pronoun_anchor,89,0.6929873903049634,0.7810640197009403,-0.08807662939597694
no_morph,equal_block_total,False,family,me,pronoun_anchor,89,0.49897436942244044,0.84409896219211,-0.34512459276966956
no_morph,equal_block_total,False,family,mine,pronoun_anchor,89,0.4342960298052587,0.7606364145741799,-0.32634038476892113
no_morph,equal_block_total,False,family,my,pronoun_anchor,89,0.6751195130908689,0.8166202147696604,-0.14150070167879147
no_morph,equal_block_total,False,family,myself,pronoun_anchor,89,0.4723344444579624,0.8276764839775379,-0.3553420395195755
no_morph,equal_block_total,False,family,their_sing,pronoun_anchor,89,0.7456343948079626,0.8324896460736969,-0.08685525126573435
no_morph,equal_block_total,False,family,theirs_sing,pronoun_anchor,89,0.5511303206558196,0.7982690350471358,-0.24713871439131618
no_morph,equal_block_total,False,family,their_plur,pronoun_anchor,89,0.7693683958193265,0.8525115816554367,-0.08314318583611024
no_morph,equal_block_total,False,family,theirs_plur,pronoun_anchor,89,0.5704260399776051,0.8136819452149553,-0.2432559052373502
no_morph,equal_block_total,False,family,them_sing,pronoun_anchor,89,0.5780401519859126,0.8477635343797192,-0.26972338239380655
no_morph,equal_block_total,False,family,them_plur,pronoun_anchor,89,0.6009851612494959,0.8773269959711123,-0.27634183472161644
no_morph,equal_block_total,False,family,themself,pronoun_anchor,89,0.6056147531959385,0.8629453648684412,-0.2573306116725027
no_morph,equal_block_total,False,family,themselves,pronoun_anchor,89,0.6074676344299332,0.881300230462216,-0.2738325960322827
no_morph,equal_block_total,False,family,they_sing,pronoun_anchor,89,0.7635518075466442,0.8121923981081587,-0.048640590561514485
no_morph,equal_block_total,False,family,they_plur,pronoun_anchor,89,0.7819587681274587,0.8522043276487412,-0.07024555952128253
no_morph,equal_block_total,False,family,we_pron,pronoun_anchor,89,0.6608770665908159,0.7644815311338164,-0.10360446454300054
no_morph,equal_block_total,False,family,us_pron,pronoun_anchor,89,0.4617635711493958,0.8219377798060417,-0.36017420865664584
no_morph,equal_block_total,False,family,our,pronoun_anchor,89,0.6726707018265727,0.8037061757870886,-0.13103547396051585
no_morph,equal_block_total,False,family,ours,pronoun_anchor,89,0.43758762292667425,0.7515746211775024,-0.31398699825082815
no_morph,equal_block_total,False,family,ourselves,pronoun_anchor,89,0.48344587270945943,0.8371513618020345,-0.3537054890925751
no_morph,equal_block_total,False,family,you_pron_sing,pronoun_anchor,89,0.5030229298506642,0.8101124405808435,-0.3070895107301793
no_morph,equal_block_total,False,family,you_pron_plur,pronoun_anchor,89,0.5126494897851173,0.8275254161931869,-0.3148759264080696
no_morph,equal_block_total,False,family,your_sing,pronoun_anchor,89,0.6948260143997188,0.7975999909209603,-0.10277397652124154
no_morph,equal_block_total,False,family,yours_sing,pronoun_anchor,89,0.456522668052952,0.7515746211775024,-0.2950519531245504
no_morph,equal_block_total,False,family,your_plur,pronoun_anchor,89,0.6948260143997188,0.7975999909209603,-0.10277397652124154
no_morph,equal_block_total,False,family,yours_plur,pronoun_anchor,89,0.456522668052952,0.7515746211775024,-0.2950519531245504
no_morph,equal_block_total,False,family,yourself,pronoun_anchor,89,0.48381614600836176,0.8166577073608956,-0.33284156135253384
no_morph,equal_block_total,False,family,yourselves,pronoun_anchor,89,0.4887808487379794,0.8308568033218515,-0.34207595458387213
no_morph_no_phon,equal_block_total,False,item,anybody,compound_anchor,86,0.7382372307279255,0.46765796515192154,0.2705792655760039
no_morph_no_phon,equal_block_total,False,item,anyone,compound_anchor,86,0.7382372307279255,0.46765796515192154,0.2705792655760039
no_morph_no_phon,equal_block_total,False,item,anything,compound_anchor,86,0.7500996955947392,0.4833134813340534,0.26678621426068583
no_morph_no_phon,equal_block_total,False,item,anywhere,compound_anchor,86,0.8211754809435773,0.561129778914281,0.26004570202929633
no_morph_no_phon,equal_block_total,False,item,everybody,compound_anchor,86,0.6567012036785539,0.5005611530800369,0.156140050598517
no_morph_no_phon,equal_block_total,False,item,everyone,compound_anchor,86,0.6567012036785539,0.5005611530800369,0.156140050598517
no_morph_no_phon,equal_block_total,False,item,everything,compound_anchor,86,0.6924305353035939,0.47334128941206366,0.21908924589153023
no_morph_no_phon,equal_block_total,False,item,everywhere,compound_anchor,86,0.7737026677381756,0.5476153999255087,0.22608726781266697
no_morph_no_phon,equal_block_total,False,item,nobody,compound_anchor,86,0.713546758910186,0.4291659187886843,0.2843808401215017
no_morph_no_phon,equal_block_total,False,item,no_one,compound_anchor,86,0.713546758910186,0.4291659187886843,0.2843808401215017
no_morph_no_phon,equal_block_total,False,item,nothing,compound_anchor,86,0.7474540067391594,0.4544249349636416,0.2930290717755178
no_morph_no_phon,equal_block_total,False,item,nowhere,compound_anchor,86,0.8144307555768042,0.5446078025423943,0.26982295303440995
no_morph_no_phon,equal_block_total,False,item,somebody,compound_anchor,86,0.7168422310538792,0.44843370999417026,0.26840852105970897
no_morph_no_phon,equal_block_total,False,item,someone,compound_anchor,86,0.7168422310538792,0.44843370999417026,0.26840852105970897
no_morph_no_phon,equal_block_total,False,item,something,compound_anchor,86,0.7487546209516912,0.4778717538392313,0.2708828671124599
no_morph_no_phon,equal_block_total,False,item,somewhere,compound_anchor,86,0.8189166293774045,0.5733472662291372,0.24556936314826727
no_morph_no_phon,equal_block_total,False,item,each_other,target,86,0.5934547201754283,0.7061545503014847,-0.11269983012605633
no_morph_no_phon,equal_block_total,False,item,one_another,target,86,0.5934547201754283,0.7061545503014847,-0.11269983012605633
no_morph_no_phon,equal_block_total,False,item,he,pronoun_anchor,86,0.5301281643921878,0.7522165992198874,-0.22208843482769958
no_morph_no_phon,equal_block_total,False,item,him,pronoun_anchor,86,0.4849632290579686,0.735206574160514,-0.2502433451025454
no_morph_no_phon,equal_block_total,False,item,himself,pronoun_anchor,86,0.5098827614237683,0.7505062711525958,-0.2406235097288275
no_morph_no_phon,equal_block_total,False,item,his,pronoun_anchor,86,0.4654170698915179,0.6828939328697676,-0.21747686297824975
no_morph_no_phon,equal_block_total,False,item,she,pronoun_anchor,86,0.5288739251491201,0.7522165992198874,-0.22334267407076724
no_morph_no_phon,equal_block_total,False,item,her_acc,pronoun_anchor,86,0.47293972905868775,0.7073373106643768,-0.23439758160568902
no_morph_no_phon,equal_block_total,False,item,her_dep,pronoun_anchor,86,0.5813734388985464,0.7958544289147471,-0.2144809900162007
no_morph_no_phon,equal_block_total,False,item,hers,pronoun_anchor,86,0.4513028781016028,0.6672114546773218,-0.215908576575719
no_morph_no_phon,equal_block_total,False,item,herself,pronoun_anchor,86,0.508898708850385,0.7505062711525958,-0.2416075623022108
no_morph_no_phon,equal_block_total,False,item,it_plain,pronoun_anchor,86,0.5719544858904249,0.7314247139594611,-0.1594702280690362
no_morph_no_phon,equal_block_total,False,item,it_dum,pronoun_anchor,86,0.7255995393374596,0.8044548888047577,-0.07885534946729811
no_morph_no_phon,equal_block_total,False,item,its,pronoun_anchor,86,0.5595779208714967,0.7158184741667051,-0.15624055329520836
no_morph_no_phon,equal_block_total,False,item,itself,pronoun_anchor,86,0.5663359343819285,0.7141662769034529,-0.14783034252152438
no_morph_no_phon,equal_block_total,False,item,I,pronoun_anchor,86,0.5442903328422111,0.7810640197009403,-0.23677368685872924
no_morph_no_phon,equal_block_total,False,item,me,pronoun_anchor,86,0.5279658950747702,0.7748456307840584,-0.24687973570928823
no_morph_no_phon,equal_block_total,False,item,mine,pronoun_anchor,86,0.4326090861823291,0.6672114546773218,-0.23460236849499272
no_morph_no_phon,equal_block_total,False,item,my,pronoun_anchor,86,0.5879960393375778,0.8166202147696604,-0.22862417543208258
no_morph_no_phon,equal_block_total,False,item,myself,pronoun_anchor,86,0.48900109440075007,0.7505062711525958,-0.26150517675184576
no_morph_no_phon,equal_block_total,False,item,their_sing,pronoun_anchor,86,0.5826982910108922,0.7698091452773619,-0.18711085426646967
no_morph_no_phon,equal_block_total,False,item,theirs_sing,pronoun_anchor,86,0.4500550233517989,0.6324103803153492,-0.18235535696355032
no_morph_no_phon,equal_block_total,False,item,their_plur,pronoun_anchor,86,0.6137808172398813,0.7959832590005285,-0.18220244176064715
no_morph_no_phon,equal_block_total,False,item,theirs_plur,pronoun_anchor,86,0.4787896866372088,0.6552785340646126,-0.17648884742740378
no_morph_no_phon,equal_block_total,False,item,them_sing,pronoun_anchor,86,0.48470690690982343,0.6962549121559034,-0.21154800524607997
no_morph_no_phon,equal_block_total,False,item,them_plur,pronoun_anchor,86,0.5247952291370414,0.764700676400788,-0.23990544726374663
no_morph_no_phon,equal_block_total,False,item,themself,pronoun_anchor,86,0.5372785029465726,0.7303384236113305,-0.19305992066475786
no_morph_no_phon,equal_block_total,False,item,themselves,pronoun_anchor,86,0.5400052734300199,0.774511416001241,-0.23450614257122104
no_morph_no_phon,equal_block_total,False,item,they_sing,pronoun_anchor,86,0.5313486313831649,0.7124063996898603,-0.1810577683066954
no_morph_no_phon,equal_block_total,False,item,they_plur,pronoun_anchor,86,0.5627901679270437,0.778568374694437,-0.21577820676739323
no_morph_no_phon,equal_block_total,False,item,we_pron,pronoun_anchor,86,0.49985495697314847,0.7644815311338164,-0.264626574160668
no_morph_no_phon,equal_block_total,False,item,us_pron,pronoun_anchor,86,0.4594908785674375,0.7458813982062357,-0.2863905196387982
no_morph_no_phon,equal_block_total,False,item,our,pronoun_anchor,86,0.5801283258687752,0.8037061757870886,-0.22357784991831342
no_morph_no_phon,equal_block_total,False,item,ours,pronoun_anchor,86,0.42775771313918814,0.6559912257725677,-0.2282335126333796
no_morph_no_phon,equal_block_total,False,item,ourselves,pronoun_anchor,86,0.501640168654327,0.7672076137039012,-0.2655674450495742
no_morph_no_phon,equal_block_total,False,item,you_pron_sing,pronoun_anchor,86,0.5029840875256577,0.7236341708812675,-0.22065008335560976
no_morph_no_phon,equal_block_total,False,item,you_pron_plur,pronoun_anchor,86,0.5080201671867572,0.7566667156814271,-0.24864654849466983
no_morph_no_phon,equal_block_total,False,item,your_sing,pronoun_anchor,86,0.5867885176421794,0.7975999909209603,-0.21081147327878091
no_morph_no_phon,equal_block_total,False,item,yours_sing,pronoun_anchor,86,0.42775771313918814,0.6559912257725677,-0.2282335126333796
no_morph_no_phon,equal_block_total,False,item,your_plur,pronoun_anchor,86,0.5867885176421794,0.7975999909209603,-0.21081147327878091
no_morph_no_phon,equal_block_total,False,item,yours_plur,pronoun_anchor,86,0.42775771313918814,0.6559912257725677,-0.2282335126333796
no_morph_no_phon,equal_block_total,False,item,yourself,pronoun_anchor,86,0.48405472323009685,0.7356665377421387,-0.2516118145120419
no_morph_no_phon,equal_block_total,False,item,yourselves,pronoun_anchor,86,0.48289600945695754,0.7619085945184169,-0.2790125850614593
no_morph_no_phon,equal_block_total,False,family,anybody,compound_anchor,86,0.7382372307279255,0.5181445740778599,0.2200926566500656
no_morph_no_phon,equal_block_total,False,family,anyone,compound_anchor,86,0.7382372307279255,0.5181445740778599,0.2200926566500656
no_morph_no_phon,equal_block_total,False,family,anything,compound_anchor,86,0.7500996955947392,0.5167417152795022,0.23335798031523702
no_morph_no_phon,equal_block_total,False,family,anywhere,compound_anchor,86,0.8211754809435773,0.5950651954323809,0.22611028551119638
no_morph_no_phon,equal_block_total,False,family,everybody,compound_anchor,86,0.6567012036785539,0.5568142090377664,0.09988699464078754
no_morph_no_phon,equal_block_total,False,family,everyone,compound_anchor,86,0.6567012036785539,0.5568142090377664,0.09988699464078754
no_morph_no_phon,equal_block_total,False,family,everything,compound_anchor,86,0.6924305353035939,0.5139097441484678,0.1785207911551261
no_morph_no_phon,equal_block_total,False,family,everywhere,compound_anchor,86,0.7737026677381756,0.5692580297105326,0.204444638027643
no_morph_no_phon,equal_block_total,False,family,nobody,compound_anchor,86,0.713546758910186,0.4718066551089988,0.24174010380118727
no_morph_no_phon,equal_block_total,False,family,no_one,compound_anchor,86,0.713546758910186,0.4718066551089988,0.24174010380118727
no_morph_no_phon,equal_block_total,False,family,nothing,compound_anchor,86,0.7474540067391594,0.48705305115028935,0.26040095558887005
no_morph_no_phon,equal_block_total,False,family,nowhere,compound_anchor,86,0.8144307555768042,0.5658952665899672,0.24853548898683697
no_morph_no_phon,equal_block_total,False,family,somebody,compound_anchor,86,0.7168422310538792,0.48514650346399407,0.23169572758988516
no_morph_no_phon,equal_block_total,False,family,someone,compound_anchor,86,0.7168422310538792,0.48514650346399407,0.23169572758988516
no_morph_no_phon,equal_block_total,False,family,something,compound_anchor,86,0.7487546209516912,0.5031977415833834,0.24555687936830783
no_morph_no_phon,equal_block_total,False,family,somewhere,compound_anchor,86,0.8189166293774045,0.5859606913705658,0.23295593800683867
no_morph_no_phon,equal_block_total,False,family,each_other,target,86,0.5934547201754283,0.7061545503014847,-0.11269983012605633
no_morph_no_phon,equal_block_total,False,family,one_another,target,86,0.5934547201754283,0.7061545503014847,-0.11269983012605633
no_morph_no_phon,equal_block_total,False,family,he,pronoun_anchor,86,0.5421852667416456,0.7522165992198874,-0.2100313324782418
no_morph_no_phon,equal_block_total,False,family,him,pronoun_anchor,86,0.4970274446408516,0.735206574160514,-0.23817912951966247
no_morph_no_phon,equal_block_total,False,family,himself,pronoun_anchor,86,0.5201765775872053,0.7505062711525958,-0.23032969356539057
no_morph_no_phon,equal_block_total,False,family,his,pronoun_anchor,86,0.4636699342414781,0.6828939328697676,-0.2192239986282895
no_morph_no_phon,equal_block_total,False,family,she,pronoun_anchor,86,0.5381915179826389,0.7522165992198874,-0.2140250812372485
no_morph_no_phon,equal_block_total,False,family,her_acc,pronoun_anchor,86,0.4828302999466197,0.7073373106643768,-0.22450701071775708
no_morph_no_phon,equal_block_total,False,family,her_dep,pronoun_anchor,86,0.5791276117471901,0.7958544289147471,-0.21672681716755704
no_morph_no_phon,equal_block_total,False,family,hers,pronoun_anchor,86,0.45244778822182663,0.6672114546773218,-0.21476366645549516
no_morph_no_phon,equal_block_total,False,family,herself,pronoun_anchor,86,0.5138653799095804,0.7505062711525958,-0.23664089124301546
no_morph_no_phon,equal_block_total,False,family,it_plain,pronoun_anchor,86,0.5752396753903852,0.7314247139594611,-0.15618503856907584
no_morph_no_phon,equal_block_total,False,family,it_dum,pronoun_anchor,86,0.7346683586884486,0.8044548888047577,-0.06978653011630909
no_morph_no_phon,equal_block_total,False,family,its,pronoun_anchor,86,0.5579839347096296,0.7158184741667051,-0.15783453945707548
no_morph_no_phon,equal_block_total,False,family,itself,pronoun_anchor,86,0.5708729731905282,0.7141662769034529,-0.1432933037129247
no_morph_no_phon,equal_block_total,False,family,I,pronoun_anchor,86,0.548647076431876,0.7810640197009403,-0.23241694326906426
no_morph_no_phon,equal_block_total,False,family,me,pronoun_anchor,86,0.533978272047904,0.7748456307840584,-0.2408673587361544
no_morph_no_phon,equal_block_total,False,family,mine,pronoun_anchor,86,0.42679113945236624,0.6672114546773218,-0.24042031522495555
no_morph_no_phon,equal_block_total,False,family,my,pronoun_anchor,86,0.58209384870589,0.8166202147696604,-0.23452636606377042
no_morph_no_phon,equal_block_total,False,family,myself,pronoun_anchor,86,0.48723396477236225,0.7505062711525958,-0.2632723063802336
no_morph_no_phon,equal_block_total,False,family,their_sing,pronoun_anchor,86,0.5828896664770871,0.7698091452773619,-0.18691947880027482
no_morph_no_phon,equal_block_total,False,family,theirs_sing,pronoun_anchor,86,0.45353021965515455,0.6324103803153492,-0.1788801606601947
no_morph_no_phon,equal_block_total,False,family,their_plur,pronoun_anchor,86,0.618585620723976,0.7959832590005285,-0.17739763827655242
no_morph_no_phon,equal_block_total,False,family,theirs_plur,pronoun_anchor,86,0.4877816658941916,0.6552785340646126,-0.16749686817042098
no_morph_no_phon,equal_block_total,False,family,them_sing,pronoun_anchor,86,0.4815406248317092,0.6962549121559034,-0.21471428732419423
no_morph_no_phon,equal_block_total,False,family,them_plur,pronoun_anchor,86,0.5388671141691254,0.764700676400788,-0.22583356223166262
no_morph_no_phon,equal_block_total,False,family,themself,pronoun_anchor,86,0.5358036881005478,0.7303384236113305,-0.1945347355107827
no_morph_no_phon,equal_block_total,False,family,themselves,pronoun_anchor,86,0.5494533516427694,0.774511416001241,-0.22505806435847153
no_morph_no_phon,equal_block_total,False,family,they_sing,pronoun_anchor,86,0.5258047552885265,0.7124063996898603,-0.18660164440133375
no_morph_no_phon,equal_block_total,False,family,they_plur,pronoun_anchor,86,0.5757766692229667,0.778568374694437,-0.2027917054714703
no_morph_no_phon,equal_block_total,False,family,we_pron,pronoun_anchor,86,0.5090196569591849,0.7644815311338164,-0.2554618741746315
no_morph_no_phon,equal_block_total,False,family,us_pron,pronoun_anchor,86,0.46985036809313413,0.7458813982062357,-0.27603103011310154
no_morph_no_phon,equal_block_total,False,family,our,pronoun_anchor,86,0.5793894502365615,0.8037061757870886,-0.22431672555052706
no_morph_no_phon,equal_block_total,False,family,ours,pronoun_anchor,86,0.43074733101955465,0.6559912257725677,-0.2252438947530131
no_morph_no_phon,equal_block_total,False,family,ourselves,pronoun_anchor,86,0.5039988908733616,0.7672076137039012,-0.26320872283053964
no_morph_no_phon,equal_block_total,False,family,you_pron_sing,pronoun_anchor,86,0.5118460565568507,0.7236341708812675,-0.2117881143244168
no_morph_no_phon,equal_block_total,False,family,you_pron_plur,pronoun_anchor,86,0.5248103971510008,0.7566667156814271,-0.23185631853042632
no_morph_no_phon,equal_block_total,False,family,your_sing,pronoun_anchor,86,0.6074022890713823,0.7975999909209603,-0.19019770184957807
no_morph_no_phon,equal_block_total,False,family,yours_sing,pronoun_anchor,86,0.4390001834463324,0.6559912257725677,-0.21699104232623534
no_morph_no_phon,equal_block_total,False,family,your_plur,pronoun_anchor,86,0.6074022890713823,0.7975999909209603,-0.19019770184957807
no_morph_no_phon,equal_block_total,False,family,yours_plur,pronoun_anchor,86,0.4390001834463324,0.6559912257725677,-0.21699104232623534
no_morph_no_phon,equal_block_total,False,family,yourself,pronoun_anchor,86,0.48135104647318183,0.7356665377421387,-0.2543154912689569
no_morph_no_phon,equal_block_total,False,family,yourselves,pronoun_anchor,86,0.4888265059380455,0.7619085945184169,-0.27308208858037136
no_phon,equal_block_total,False,item,anybody,compound_anchor,151,0.7672150545340847,0.4691042663327707,0.298110788201314
no_phon,equal_block_total,False,item,anyone,compound_anchor,151,0.7672150545340847,0.46917138710024275,0.2980436674338419
no_phon,equal_block_total,False,item,anything,compound_anchor,151,0.7751711720955323,0.4814831293436531,0.2936880427518792
no_phon,equal_block_total,False,item,anywhere,compound_anchor,151,0.8485058175664193,0.5590500811781768,0.2894557363882425
no_phon,equal_block_total,False,item,everybody,compound_anchor,151,0.7071325173555564,0.49997980226253635,0.20715271509302002
no_phon,equal_block_total,False,item,everyone,compound_anchor,151,0.7071325173555564,0.5000294769787983,0.20710304037675809
no_phon,equal_block_total,False,item,everything,compound_anchor,151,0.7337742626921949,0.4765922622658085,0.25718200042638645
no_phon,equal_block_total,False,item,everywhere,compound_anchor,151,0.7984400701275479,0.540032939637639,0.25840713048990893
no_phon,equal_block_total,False,item,nobody,compound_anchor,151,0.7481561831051666,0.4379275919330733,0.31022859117209334
no_phon,equal_block_total,False,item,no_one,compound_anchor,151,0.7521480541222321,0.4482055033065198,0.30394255081571225
no_phon,equal_block_total,False,item,nothing,compound_anchor,151,0.7878428580445125,0.46974859887394066,0.3180942591705718
no_phon,equal_block_total,False,item,nowhere,compound_anchor,151,0.844153355274334,0.5456298384621666,0.2985235168121674
no_phon,equal_block_total,False,item,somebody,compound_anchor,151,0.7523122249955629,0.4536983973348742,0.2986138276606887
no_phon,equal_block_total,False,item,someone,compound_anchor,151,0.7523122249955629,0.4537879760077877,0.29852424898777524
no_phon,equal_block_total,False,item,something,compound_anchor,151,0.7754044284529927,0.47702723495410937,0.29837719349888336
no_phon,equal_block_total,False,item,somewhere,compound_anchor,151,0.8497848377271171,0.5694249448010387,0.28035989292607844
no_phon,equal_block_total,False,item,each_other,target,151,0.6629544041078762,0.6815694993430186,-0.018615095235142376
no_phon,equal_block_total,False,item,one_another,target,151,0.6751614154372615,0.6869940200268123,-0.011832604589550821
no_phon,equal_block_total,False,item,he,pronoun_anchor,151,0.5386531399511709,0.7897055293012865,-0.25105238935011553
no_phon,equal_block_total,False,item,him,pronoun_anchor,151,0.5143316750448579,0.7816332802174422,-0.2673016051725843
no_phon,equal_block_total,False,item,himself,pronoun_anchor,151,0.540374405266525,0.751955218400358,-0.21158081313383292
no_phon,equal_block_total,False,item,his,pronoun_anchor,151,0.4762202222729705,0.7242669487846141,-0.24804672651164356
no_phon,equal_block_total,False,item,she,pronoun_anchor,151,0.5235708754779533,0.793454409473653,-0.26988353399569964
no_phon,equal_block_total,False,item,her_acc,pronoun_anchor,151,0.48525834861110334,0.7599566037915387,-0.2746982551804354
no_phon,equal_block_total,False,item,her_dep,pronoun_anchor,151,0.5688190488534886,0.8249482573878322,-0.2561292085343436
no_phon,equal_block_total,False,item,hers,pronoun_anchor,151,0.4668866051623251,0.71694873315369,-0.2500621279913649
no_phon,equal_block_total,False,item,herself,pronoun_anchor,151,0.5256762539229444,0.7560420156420005,-0.2303657617190561
no_phon,equal_block_total,False,item,it_plain,pronoun_anchor,151,0.5901585568399457,0.7753362100436529,-0.18517765320370727
no_phon,equal_block_total,False,item,it_dum,pronoun_anchor,151,0.7525716222216203,0.8063119052755163,-0.053740283053896
no_phon,equal_block_total,False,item,its,pronoun_anchor,151,0.58761291987579,0.759845861370365,-0.17223294149457502
no_phon,equal_block_total,False,item,itself,pronoun_anchor,151,0.5998566036881419,0.7233668349042806,-0.12351023121613869
no_phon,equal_block_total,False,item,I,pronoun_anchor,151,0.5354775029477652,0.8161394361231514,-0.28066193317538624
no_phon,equal_block_total,False,item,me,pronoun_anchor,151,0.52174399948929,0.8079682811181008,-0.28622428162881086
no_phon,equal_block_total,False,item,mine,pronoun_anchor,151,0.4385396787020911,0.71694873315369,-0.2784090544515989
no_phon,equal_block_total,False,item,my,pronoun_anchor,151,0.5757924135674957,0.8418936299156019,-0.26610121634810624
no_phon,equal_block_total,False,item,myself,pronoun_anchor,151,0.5121123544536471,0.7560420156420005,-0.24392966118835335
no_phon,equal_block_total,False,item,their_sing,pronoun_anchor,151,0.5653032343503354,0.8052970326169434,-0.23999379826660805
no_phon,equal_block_total,False,item,theirs_sing,pronoun_anchor,151,0.47184593745081127,0.700115272215599,-0.22826933476478772
no_phon,equal_block_total,False,item,their_plur,pronoun_anchor,151,0.5900630621571651,0.8268733482048172,-0.23681028604765209
no_phon,equal_block_total,False,item,theirs_plur,pronoun_anchor,151,0.4951693289714315,0.7198264851456749,-0.22465715617424342
no_phon,equal_block_total,False,item,them_sing,pronoun_anchor,151,0.4979111016586201,0.7626811382871805,-0.2647700366285604
no_phon,equal_block_total,False,item,them_plur,pronoun_anchor,151,0.5265244652413452,0.8107680735441198,-0.2842436083027746
no_phon,equal_block_total,False,item,themself,pronoun_anchor,151,0.545322756864741,0.7450737008297371,-0.19975094396499615
no_phon,equal_block_total,False,item,themselves,pronoun_anchor,151,0.5457522233493862,0.7789922691090752,-0.23324004575968893
no_phon,equal_block_total,False,item,they_sing,pronoun_anchor,151,0.5322893631070217,0.7737112072002327,-0.241421844093211
no_phon,equal_block_total,False,item,they_plur,pronoun_anchor,151,0.5545856605952817,0.82091068041411,-0.2663250198188283
no_phon,equal_block_total,False,item,we_pron,pronoun_anchor,151,0.5161325804333561,0.8065703392761552,-0.2904377588427991
no_phon,equal_block_total,False,item,us_pron,pronoun_anchor,151,0.49305441440468945,0.7874244641183984,-0.29437004971370895
