pool,holdout,drop,metric,reference,n_controls,controls_correct,p_min,p_max,c_min,c_max,each_other_delta,each_other_within_pronoun_range,each_other_within_compound_range,each_other_between_control_ranges,one_another_delta,one_another_within_pronoun_range,one_another_within_compound_range,one_another_between_control_ranges,each_other_reference_percentile,one_another_reference_percentile
full,item,synt,idf_jaccard,fixed_total,57,56,-0.2831148359566315,0.0062334060267332,0.1956966435962249,0.2713076245264451,0.0284767681190722,False,False,True,0.0445630060134403,False,False,True,0.81165,0.9259
full,item,synt,idf_jaccard,within_block,57,56,-0.2831148359566315,0.0062334060267332,0.1956966435962249,0.2713076245264451,0.0284767681190722,False,False,True,0.0445630060134403,False,False,True,0.69355,0.873
full,item,synt,jaccard,fixed_total,57,57,-0.3891688434991201,-0.0033392854481364,0.2106642417473748,0.3358459628340235,0.0363018819115236,False,False,True,0.043916585566144,False,False,True,0.86105,0.90015
full,item,synt,jaccard,within_block,57,57,-0.3891688434991201,-0.0033392854481364,0.2106642417473748,0.3358459628340235,0.0363018819115236,False,False,True,0.043916585566144,False,False,True,0.8059,0.86225
nonlocative,family,morph,dice,fixed_total,53,53,-0.2506024567133558,-0.0767147238579003,0.1908467016403838,0.3195139235632317,-0.0434876888794185,False,False,True,-0.0434876888794185,False,False,True,0.26475,0.26665
nonlocative,family,morph,dice,within_block,53,53,-0.2506024567133558,-0.0767147238579003,0.1908467016403838,0.3195139235632317,-0.0434876888794185,False,False,True,-0.0434876888794185,False,False,True,0.2749,0.2803
nonlocative,family,morph,hamming,fixed_total,53,53,-0.1257235274089206,-0.0164743395080473,0.0992661612009377,0.1665600925672178,-0.0126747053987393,False,False,True,-0.0126747053987393,False,False,True,0.280525,0.2826
nonlocative,family,morph,hamming,within_block,53,53,-0.1257235274089206,-0.0164743395080473,0.0992661612009377,0.1665600925672178,-0.0126747053987393,False,False,True,-0.0126747053987393,False,False,True,0.28595,0.29015
nonlocative,family,morph,idf_jaccard,fixed_total,53,53,-0.2405560950963472,-0.0190480581591617,0.2075229181929201,0.3293540282558068,-0.0202485806203879,True,False,False,-0.0202485806203879,True,False,False,0.1681,0.16835
nonlocative,family,morph,idf_jaccard,within_block,53,53,-0.2405560950963472,-0.0190480581591617,0.2075229181929201,0.3293540282558068,-0.0202485806203879,True,False,False,-0.0202485806203879,True,False,False,0.11565,0.11645
nonlocative,family,morph,jaccard,fixed_total,53,53,-0.2524345305497311,-0.0605268822062013,0.1860962608516728,0.3254646812279033,-0.0444737395436665,False,False,True,-0.0444737395436665,False,False,True,0.153,0.15095
