lemma,role,family,pool,holdout,drop,metric,d_pronoun,d_compound,delta,signed_control_margin
everything,compound_anchor,C:every,nonlocative,item,morph,jaccard,0.7046289444082938,0.444004401234657,0.2606245431736367,0.2606245431736367
everything,compound_anchor,C:every,nonlocative,item,morph,dice,0.5513872273701824,0.2915785764622973,0.2598086509078851,0.2598086509078851
everything,compound_anchor,C:every,nonlocative,item,morph,hamming,0.2847355439846532,0.1481103166496425,0.1366252273350107,0.1366252273350107
everything,compound_anchor,C:every,nonlocative,item,morph,idf_jaccard,0.8710208824037233,0.5978707742252513,0.2731501081784721,0.2731501081784721
everything,compound_anchor,C:every,nonlocative,family,morph,jaccard,0.7046289444082938,0.4791799824614063,0.2254489619468875,0.2254489619468875
everything,compound_anchor,C:every,nonlocative,family,morph,dice,0.5513872273701824,0.3193367786391042,0.2320504487310782,0.2320504487310782
everything,compound_anchor,C:every,nonlocative,family,morph,hamming,0.2847355439846532,0.1610486891385767,0.1236868548460764,0.1236868548460764
everything,compound_anchor,C:every,nonlocative,family,morph,idf_jaccard,0.8709340117715193,0.6419616168916595,0.2289723948798597,0.2289723948798597
everywhere,compound_anchor,C:every,full,item,morph,jaccard,0.7829594223278945,0.5410467476884269,0.2419126746394676,0.2419126746394676
everywhere,compound_anchor,C:every,full,item,morph,dice,0.6476685277388226,0.3814891413055427,0.2661793864332798,0.2661793864332798
everywhere,compound_anchor,C:every,full,item,morph,hamming,0.3003562619895862,0.1715355805243446,0.1288206814652416,0.1288206814652416
everywhere,compound_anchor,C:every,full,item,morph,idf_jaccard,0.8937049496586961,0.6558823893932356,0.2378225602654604,0.2378225602654604
everywhere,compound_anchor,C:every,full,family,morph,jaccard,0.7829594223278945,0.5612553842126556,0.2217040381152388,0.2217040381152388
everywhere,compound_anchor,C:every,full,family,morph,dice,0.6476685277388226,0.4012800312830912,0.2463884964557313,0.2463884964557313
everywhere,compound_anchor,C:every,full,family,morph,hamming,0.3003562619895862,0.1779026217228464,0.1224536402667397,0.1224536402667397
everywhere,compound_anchor,C:every,full,family,morph,idf_jaccard,0.8935118991356847,0.6916792375458979,0.2018326615897868,0.2018326615897868
nobody,compound_anchor,C:no,full,item,morph,jaccard,0.729016466588784,0.4207270040193579,0.3082894625694261,0.3082894625694261
nobody,compound_anchor,C:no,full,item,morph,dice,0.5757749464909213,0.2800392005655163,0.2957357459254049,0.2957357459254049
nobody,compound_anchor,C:no,full,item,morph,hamming,0.2811729240887915,0.1295880149812734,0.1515849091075181,0.1515849091075181
nobody,compound_anchor,C:no,full,item,morph,idf_jaccard,0.9133028123461024,0.5926507375198582,0.3206520748262442,0.3206520748262442
nobody,compound_anchor,C:no,full,family,morph,jaccard,0.729016466588784,0.4634728575883,0.265543609000484,0.265543609000484
nobody,compound_anchor,C:no,full,family,morph,dice,0.5757749464909213,0.3107702482702483,0.265004698220673,0.265004698220673
nobody,compound_anchor,C:no,full,family,morph,hamming,0.2811729240887915,0.1441947565543071,0.1369781675344844,0.1369781675344844
nobody,compound_anchor,C:no,full,family,morph,idf_jaccard,0.9180567263127032,0.6780723187378062,0.239984407574897,0.239984407574897
nobody,compound_anchor,C:no,nonlocative,item,morph,jaccard,0.729016466588784,0.3546542579526087,0.3743622086361753,0.3743622086361753
nobody,compound_anchor,C:no,nonlocative,item,morph,dice,0.5757749464909213,0.2238095238095238,0.3519654226813975,0.3519654226813975
nobody,compound_anchor,C:no,nonlocative,item,morph,hamming,0.2811729240887915,0.1092951991828396,0.1718777249059518,0.1718777249059518
nobody,compound_anchor,C:no,nonlocative,item,morph,idf_jaccard,0.9194744990671034,0.5412714495970796,0.3782030494700238,0.3782030494700238
nobody,compound_anchor,C:no,nonlocative,family,morph,jaccard,0.729016466588784,0.4035517853608807,0.3254646812279033,0.3254646812279033
nobody,compound_anchor,C:no,nonlocative,family,morph,dice,0.5757749464909213,0.2562610229276896,0.3195139235632317,0.3195139235632317
nobody,compound_anchor,C:no,nonlocative,family,morph,hamming,0.2811729240887915,0.1248439450686641,0.1563289790201273,0.1563289790201273
nobody,compound_anchor,C:no,nonlocative,family,morph,idf_jaccard,0.9215554091741808,0.6266534761899435,0.2949019329842371,0.2949019329842371
no_one,compound_anchor,C:no,full,item,morph,jaccard,0.729016466588784,0.4207270040193579,0.3082894625694261,0.3082894625694261
no_one,compound_anchor,C:no,full,item,morph,dice,0.5757749464909213,0.2800392005655163,0.2957357459254049,0.2957357459254049
no_one,compound_anchor,C:no,full,item,morph,hamming,0.2811729240887915,0.1295880149812734,0.1515849091075181,0.1515849091075181
no_one,compound_anchor,C:no,full,item,morph,idf_jaccard,0.9133028123461024,0.5926507375198582,0.3206520748262442,0.3206520748262442
no_one,compound_anchor,C:no,full,family,morph,jaccard,0.729016466588784,0.4634728575883,0.265543609000484,0.265543609000484
no_one,compound_anchor,C:no,full,family,morph,dice,0.5757749464909213,0.3107702482702483,0.265004698220673,0.265004698220673
no_one,compound_anchor,C:no,full,family,morph,hamming,0.2811729240887915,0.1441947565543071,0.1369781675344844,0.1369781675344844
no_one,compound_anchor,C:no,full,family,morph,idf_jaccard,0.9180567263127032,0.6780723187378062,0.239984407574897,0.239984407574897
no_one,compound_anchor,C:no,nonlocative,item,morph,jaccard,0.729016466588784,0.3546542579526087,0.3743622086361753,0.3743622086361753
no_one,compound_anchor,C:no,nonlocative,item,morph,dice,0.5757749464909213,0.2238095238095238,0.3519654226813975,0.3519654226813975
no_one,compound_anchor,C:no,nonlocative,item,morph,hamming,0.2811729240887915,0.1092951991828396,0.1718777249059518,0.1718777249059518
no_one,compound_anchor,C:no,nonlocative,item,morph,idf_jaccard,0.9194744990671034,0.5412714495970796,0.3782030494700238,0.3782030494700238
no_one,compound_anchor,C:no,nonlocative,family,morph,jaccard,0.729016466588784,0.4035517853608807,0.3254646812279033,0.3254646812279033
no_one,compound_anchor,C:no,nonlocative,family,morph,dice,0.5757749464909213,0.2562610229276896,0.3195139235632317,0.3195139235632317
no_one,compound_anchor,C:no,nonlocative,family,morph,hamming,0.2811729240887915,0.1248439450686641,0.1563289790201273,0.1563289790201273
no_one,compound_anchor,C:no,nonlocative,family,morph,idf_jaccard,0.9215554091741808,0.6266534761899435,0.2949019329842371,0.2949019329842371
nothing,compound_anchor,C:no,full,item,morph,jaccard,0.7547563739160308,0.4484471737493614,0.3063092001666694,0.3063092001666694
nothing,compound_anchor,C:no,full,item,morph,dice,0.6091662082285395,0.2974907458347766,0.3116754623937628,0.3116754623937628
nothing,compound_anchor,C:no,full,item,morph,hamming,0.3176212661003014,0.147565543071161,0.1700557230291404,0.1700557230291404
nothing,compound_anchor,C:no,full,item,morph,idf_jaccard,0.9124520711687152,0.6070883315398734,0.3053637396288416,0.3053637396288416
nothing,compound_anchor,C:no,full,family,morph,jaccard,0.7547563739160308,0.4804307620584966,0.2743256118575342,0.2743256118575342
nothing,compound_anchor,C:no,full,family,morph,dice,0.6091662082285395,0.3235797827903091,0.2855864254382304,0.2855864254382304
nothing,compound_anchor,C:no,full,family,morph,hamming,0.3176212661003014,0.1610486891385767,0.1565725769617247,0.1565725769617247
nothing,compound_anchor,C:no,full,family,morph,idf_jaccard,0.9165419831858448,0.6673945439091913,0.2491474392766534,0.2491474392766534
nothing,compound_anchor,C:no,nonlocative,item,morph,jaccard,0.7547563739160308,0.4131246749003853,0.3416316990156454,0.3416316990156454
nothing,compound_anchor,C:no,nonlocative,item,morph,dice,0.6091662082285395,0.2680996006577402,0.3410666075707992,0.3410666075707992
nothing,compound_anchor,C:no,nonlocative,item,morph,hamming,0.3176212661003014,0.1378958120531154,0.179725454047186,0.179725454047186
nothing,compound_anchor,C:no,nonlocative,item,morph,idf_jaccard,0.9154464806689324,0.5757660111025672,0.3396804695663652,0.3396804695663652
nothing,compound_anchor,C:no,nonlocative,family,morph,jaccard,0.7547563739160308,0.4451010983825222,0.3096552755335085,0.3096552755335085
nothing,compound_anchor,C:no,nonlocative,family,morph,dice,0.6091662082285395,0.2931093884582256,0.3160568197703138,0.3160568197703138
nothing,compound_anchor,C:no,nonlocative,family,morph,hamming,0.3176212661003014,0.1510611735330836,0.1665600925672178,0.1665600925672178
nothing,compound_anchor,C:no,nonlocative,family,morph,idf_jaccard,0.917859518887182,0.6297196871505301,0.288139831736652,0.288139831736652
nowhere,compound_anchor,C:no,full,item,morph,jaccard,0.8198098162340919,0.5425104038904558,0.2772994123436361,0.2772994123436361
nowhere,compound_anchor,C:no,full,item,morph,dice,0.6981774359691366,0.3842355823994814,0.3139418535696551,0.3139418535696551
nowhere,compound_anchor,C:no,full,item,morph,hamming,0.3113181693614688,0.1655430711610487,0.1457750982004201,0.1457750982004201
nowhere,compound_anchor,C:no,full,item,morph,idf_jaccard,0.9318061779221224,0.668868209514075,0.2629379684080474,0.2629379684080474
nowhere,compound_anchor,C:no,full,family,morph,jaccard,0.8198098162340919,0.5628815946066595,0.2569282216274323,0.2569282216274323
nowhere,compound_anchor,C:no,full,family,morph,dice,0.6981774359691366,0.4053051754747476,0.2928722604943889,0.2928722604943889
nowhere,compound_anchor,C:no,full,family,morph,hamming,0.3113181693614688,0.1741573033707865,0.1371608659906823,0.1371608659906823
nowhere,compound_anchor,C:no,full,family,morph,idf_jaccard,0.9332591451369632,0.7151616918290205,0.2180974533079426,0.2180974533079426
somebody,compound_anchor,C:some,full,item,morph,jaccard,0.7334660380689588,0.4432026843720997,0.2902633536968591,0.2902633536968591
somebody,compound_anchor,C:some,full,item,morph,dice,0.5822764560384008,0.3020962077020828,0.280180248336318,0.280180248336318
somebody,compound_anchor,C:some,full,item,morph,hamming,0.2734995889284735,0.1340823970037453,0.1394171919247282,0.1394171919247282
somebody,compound_anchor,C:some,full,item,morph,idf_jaccard,0.9184365155349602,0.6001684863498434,0.3182680291851167,0.3182680291851167
somebody,compound_anchor,C:some,full,family,morph,jaccard,0.7334660380689588,0.4791241284119845,0.2543419096569743,0.2543419096569743
somebody,compound_anchor,C:some,full,family,morph,dice,0.5822764560384008,0.328125310132654,0.2541511459057468,0.2541511459057468
somebody,compound_anchor,C:some,full,family,morph,hamming,0.2734995889284735,0.147940074906367,0.1255595140221065,0.1255595140221065
somebody,compound_anchor,C:some,full,family,morph,idf_jaccard,0.9219243939710614,0.6566934802103336,0.2652309137607278,0.2652309137607278
somebody,compound_anchor,C:some,nonlocative,item,morph,jaccard,0.7334660380689588,0.3679936006022962,0.3654724374666626,0.3654724374666626
somebody,compound_anchor,C:some,nonlocative,item,morph,dice,0.5822764560384008,0.2361522198731501,0.3461242361652507,0.3461242361652507
somebody,compound_anchor,C:some,nonlocative,item,morph,hamming,0.2734995889284735,0.111338100102145,0.1621614888263285,0.1621614888263285
somebody,compound_anchor,C:some,nonlocative,item,morph,idf_jaccard,0.9248925993983969,0.5326362087194151,0.3922563906789817,0.3922563906789817
somebody,compound_anchor,C:some,nonlocative,family,morph,jaccard,0.7334660380689588,0.4127329192546584,0.3207331188143004,0.3207331188143004
somebody,compound_anchor,C:some,nonlocative,family,morph,dice,0.5822764560384008,0.2664082687338501,0.3158681873045507,0.3158681873045507
somebody,compound_anchor,C:some,nonlocative,family,morph,hamming,0.2734995889284735,0.1260923845193508,0.1474072044091227,0.1474072044091227
somebody,compound_anchor,C:some,nonlocative,family,morph,idf_jaccard,0.9262882924128192,0.5969342641570125,0.3293540282558068,0.3293540282558068
someone,compound_anchor,C:some,full,item,morph,jaccard,0.7334660380689588,0.4432026843720997,0.2902633536968591,0.2902633536968591
someone,compound_anchor,C:some,full,item,morph,dice,0.5822764560384008,0.3020962077020828,0.280180248336318,0.280180248336318
someone,compound_anchor,C:some,full,item,morph,hamming,0.2734995889284735,0.1340823970037453,0.1394171919247282,0.1394171919247282
someone,compound_anchor,C:some,full,item,morph,idf_jaccard,0.9184365155349602,0.6001684863498434,0.3182680291851167,0.3182680291851167
someone,compound_anchor,C:some,full,family,morph,jaccard,0.7334660380689588,0.4791241284119845,0.2543419096569743,0.2543419096569743
someone,compound_anchor,C:some,full,family,morph,dice,0.5822764560384008,0.328125310132654,0.2541511459057468,0.2541511459057468
someone,compound_anchor,C:some,full,family,morph,hamming,0.2734995889284735,0.147940074906367,0.1255595140221065,0.1255595140221065
someone,compound_anchor,C:some,full,family,morph,idf_jaccard,0.9219243939710614,0.6566934802103336,0.2652309137607278,0.2652309137607278
someone,compound_anchor,C:some,nonlocative,item,morph,jaccard,0.7334660380689588,0.3679936006022962,0.3654724374666626,0.3654724374666626
someone,compound_anchor,C:some,nonlocative,item,morph,dice,0.5822764560384008,0.2361522198731501,0.3461242361652507,0.3461242361652507
someone,compound_anchor,C:some,nonlocative,item,morph,hamming,0.2734995889284735,0.111338100102145,0.1621614888263285,0.1621614888263285
someone,compound_anchor,C:some,nonlocative,item,morph,idf_jaccard,0.9248925993983969,0.5326362087194151,0.3922563906789817,0.3922563906789817
someone,compound_anchor,C:some,nonlocative,family,morph,jaccard,0.7334660380689588,0.4127329192546584,0.3207331188143004,0.3207331188143004
someone,compound_anchor,C:some,nonlocative,family,morph,dice,0.5822764560384008,0.2664082687338501,0.3158681873045507,0.3158681873045507
someone,compound_anchor,C:some,nonlocative,family,morph,hamming,0.2734995889284735,0.1260923845193508,0.1474072044091227,0.1474072044091227
someone,compound_anchor,C:some,nonlocative,family,morph,idf_jaccard,0.9262882924128192,0.5969342641570125,0.3293540282558068,0.3293540282558068
something,compound_anchor,C:some,full,item,morph,jaccard,0.7568360111281109,0.4753936061069994,0.2814424050211115,0.2814424050211115
something,compound_anchor,C:some,full,item,morph,dice,0.6122512712590731,0.3199342373026583,0.2923170339564147,0.2923170339564147
something,compound_anchor,C:some,full,item,morph,hamming,0.3009043573581803,0.149063670411985,0.1518406869461952,0.1518406869461952
something,compound_anchor,C:some,full,item,morph,idf_jaccard,0.917624817517241,0.627801202216973,0.289823615300268,0.289823615300268
something,compound_anchor,C:some,full,family,morph,jaccard,0.7568360111281109,0.4988313796144256,0.2580046315136853,0.2580046315136853
something,compound_anchor,C:some,full,family,morph,dice,0.6122512712590731,0.3403939871045134,0.2718572841545597,0.2718572841545597
something,compound_anchor,C:some,full,family,morph,hamming,0.3009043573581803,0.1610486891385767,0.1398556682196035,0.1398556682196035
something,compound_anchor,C:some,full,family,morph,idf_jaccard,0.9207300433136992,0.6585877305127795,0.2621423128009197,0.2621423128009197
something,compound_anchor,C:some,nonlocative,item,morph,jaccard,0.7568360111281109,0.4392925561029008,0.3175434550252101,0.3175434550252101
something,compound_anchor,C:some,nonlocative,item,morph,dice,0.6122512712590731,0.2888888888888889,0.3233623823701841,0.3233623823701841
something,compound_anchor,C:some,nonlocative,item,morph,hamming,0.3009043573581803,0.1399387129724208,0.1609656443857594,0.1609656443857594
something,compound_anchor,C:some,nonlocative,item,morph,idf_jaccard,0.9207234307477687,0.5930217967599386,0.3277016339878301,0.3277016339878301
something,compound_anchor,C:some,nonlocative,family,morph,jaccard,0.7568360111281109,0.4628390500516937,0.2939969610764172,0.2939969610764172
something,compound_anchor,C:some,nonlocative,family,morph,dice,0.6122512712590731,0.3086419753086419,0.3036092959504311,0.3036092959504311
something,compound_anchor,C:some,nonlocative,family,morph,hamming,0.3009043573581803,0.1510611735330836,0.1498431838250966,0.1498431838250966
something,compound_anchor,C:some,nonlocative,family,morph,idf_jaccard,0.9226470370636228,0.6207262116786456,0.3019208253849773,0.3019208253849773
somewhere,compound_anchor,C:some,full,item,morph,jaccard,0.8250351360217459,0.57641880931736,0.2486163267043859,0.2486163267043859
somewhere,compound_anchor,C:some,full,item,morph,dice,0.7078171443168337,0.4170935403023687,0.290723604014465,0.290723604014465
somewhere,compound_anchor,C:some,full,item,morph,hamming,0.2946012606193477,0.1670411985018726,0.1275600621174751,0.1275600621174751
somewhere,compound_anchor,C:some,full,item,morph,idf_jaccard,0.9392294105706044,0.6952060258638139,0.2440233847067904,0.2440233847067904
somewhere,compound_anchor,C:some,full,family,morph,jaccard,0.8250351360217459,0.5864655406322073,0.2385695953895386,0.2385695953895386
somewhere,compound_anchor,C:some,full,family,morph,dice,0.7078171443168337,0.4295198835309191,0.2782972607859146,0.2782972607859146
somewhere,compound_anchor,C:some,full,family,morph,hamming,0.2946012606193477,0.1741573033707865,0.1204439572485612,0.1204439572485612
somewhere,compound_anchor,C:some,full,family,morph,idf_jaccard,0.939734117586068,0.7087670056896003,0.2309671118964678,0.2309671118964678
he,pronoun_anchor,P:he,full,item,morph,jaccard,0.5612544661756249,0.7592334225931491,-0.1979789564175241,0.1979789564175241
he,pronoun_anchor,P:he,full,item,morph,dice,0.4097618804361292,0.6134321029573312,-0.2036702225212019,0.2036702225212019
he,pronoun_anchor,P:he,full,item,morph,hamming,0.1803370786516854,0.2464887640449438,-0.0661516853932584,0.0661516853932584
he,pronoun_anchor,P:he,full,item,morph,idf_jaccard,0.7819272827831119,0.9414704551954066,-0.1595431724122947,0.1595431724122947
he,pronoun_anchor,P:he,full,family,morph,jaccard,0.5702063609995056,0.7592334225931491,-0.1890270615936434,0.1890270615936434
he,pronoun_anchor,P:he,full,family,morph,dice,0.4191009160764638,0.6134321029573312,-0.1943311868808673,0.1943311868808673
he,pronoun_anchor,P:he,full,family,morph,hamming,0.1843303978135439,0.2464887640449438,-0.0621583662313999,0.0621583662313999
he,pronoun_anchor,P:he,full,family,morph,idf_jaccard,0.8016027357683977,0.9413851210062216,-0.1397823852378238,0.1397823852378238
he,pronoun_anchor,P:he,nonlocative,item,morph,jaccard,0.5612544661756249,0.7526858916945125,-0.1914314255188876,0.1914314255188876
he,pronoun_anchor,P:he,nonlocative,item,morph,dice,0.4097618804361292,0.6049731858555388,-0.1952113054194096,0.1952113054194096
he,pronoun_anchor,P:he,nonlocative,item,morph,hamming,0.1803370786516854,0.25187265917603,-0.0715355805243445,0.0715355805243445
he,pronoun_anchor,P:he,nonlocative,item,morph,idf_jaccard,0.7921470292444803,0.9394584136483703,-0.14731138440389,0.14731138440389
he,pronoun_anchor,P:he,nonlocative,family,morph,jaccard,0.5702063609995056,0.7526858916945125,-0.1824795306950069,0.1824795306950069
he,pronoun_anchor,P:he,nonlocative,family,morph,dice,0.4191009160764638,0.6049731858555388,-0.185872269779075,0.185872269779075
he,pronoun_anchor,P:he,nonlocative,family,morph,hamming,0.1843303978135439,0.25187265917603,-0.0675422613624861,0.0675422613624861
he,pronoun_anchor,P:he,nonlocative,family,morph,idf_jaccard,0.8121298337452805,0.9389638558073108,-0.1268340220620302,0.1268340220620302
him,pronoun_anchor,P:he,full,item,morph,jaccard,0.4909325482847638,0.7475335904440905,-0.2566010421593266,0.2566010421593266
him,pronoun_anchor,P:he,full,item,morph,dice,0.3389152030626275,0.6001468013440168,-0.2612315982813892,0.2612315982813892
him,pronoun_anchor,P:he,full,item,morph,hamming,0.1617977528089887,0.2661516853932584,-0.1043539325842696,0.1043539325842696
him,pronoun_anchor,P:he,full,item,morph,idf_jaccard,0.7428791346857102,0.932866376214741,-0.1899872415290308,0.1899872415290308
him,pronoun_anchor,P:he,full,family,morph,jaccard,0.5003919384959788,0.7475335904440905,-0.2471416519481116,0.2471416519481116
him,pronoun_anchor,P:he,full,family,morph,dice,0.3476169412262395,0.6001468013440168,-0.2525298601177773,0.2525298601177773
him,pronoun_anchor,P:he,full,family,morph,hamming,0.166109930154874,0.2661516853932584,-0.1000417552383844,0.1000417552383844
him,pronoun_anchor,P:he,full,family,morph,idf_jaccard,0.7618591471362771,0.9327573782508908,-0.1708982311146135,0.1708982311146135
him,pronoun_anchor,P:he,nonlocative,item,morph,jaccard,0.4909325482847638,0.7173470291477227,-0.2264144808629589,0.2264144808629589
him,pronoun_anchor,P:he,nonlocative,item,morph,dice,0.3389152030626275,0.5597154222766217,-0.2208002192139942,0.2208002192139942
him,pronoun_anchor,P:he,nonlocative,item,morph,hamming,0.1617977528089887,0.2574906367041198,-0.095692883895131,0.095692883895131
him,pronoun_anchor,P:he,nonlocative,item,morph,idf_jaccard,0.7597898922053508,0.929796276112501,-0.1700063839071502,0.1700063839071502
him,pronoun_anchor,P:he,nonlocative,family,morph,jaccard,0.5003919384959788,0.7173470291477227,-0.2169550906517439,0.2169550906517439
him,pronoun_anchor,P:he,nonlocative,family,morph,dice,0.3476169412262395,0.5597154222766217,-0.2120984810503822,0.2120984810503822
him,pronoun_anchor,P:he,nonlocative,family,morph,hamming,0.166109930154874,0.2574906367041198,-0.0913807065492458,0.0913807065492458
him,pronoun_anchor,P:he,nonlocative,family,morph,idf_jaccard,0.7793099045795869,0.9298565020515716,-0.1505465974719846,0.1505465974719846
himself,pronoun_anchor,P:he,full,item,morph,jaccard,0.5155052625218308,0.7613281574345082,-0.2458228949126774,0.2458228949126774
himself,pronoun_anchor,P:he,full,item,morph,dice,0.3716592928093193,0.6162770625600045,-0.2446177697506851,0.2446177697506851
himself,pronoun_anchor,P:he,full,item,morph,hamming,0.1834269662921347,0.2816011235955056,-0.0981741573033708,0.0981741573033708
himself,pronoun_anchor,P:he,full,item,morph,idf_jaccard,0.7387768745578341,0.9335428621619958,-0.1947659876041616,0.1947659876041616
himself,pronoun_anchor,P:he,full,family,morph,jaccard,0.5233490438604925,0.7613281574345082,-0.2379791135740157,0.2379791135740157
himself,pronoun_anchor,P:he,full,family,morph,dice,0.3799241258414836,0.6162770625600045,-0.2363529367185208,0.2363529367185208
himself,pronoun_anchor,P:he,full,family,morph,hamming,0.1876708168842999,0.2816011235955056,-0.0939303067112056,0.0939303067112056
himself,pronoun_anchor,P:he,full,family,morph,idf_jaccard,0.7526836093252125,0.9335301023442796,-0.180846493019067,0.180846493019067
himself,pronoun_anchor,P:he,nonlocative,item,morph,jaccard,0.5155052625218308,0.7465335668460669,-0.231028304324236,0.231028304324236
himself,pronoun_anchor,P:he,nonlocative,item,morph,dice,0.3716592928093193,0.5967650235942918,-0.2251057307849725,0.2251057307849725
himself,pronoun_anchor,P:he,nonlocative,item,morph,hamming,0.1834269662921347,0.2818352059925093,-0.0984082397003744,0.0984082397003744
himself,pronoun_anchor,P:he,nonlocative,item,morph,idf_jaccard,0.7514721574442395,0.945155863324224,-0.1936837058799844,0.1936837058799844
himself,pronoun_anchor,P:he,nonlocative,family,morph,jaccard,0.5233490438604925,0.7465335668460669,-0.2231845229855743,0.2231845229855743
himself,pronoun_anchor,P:he,nonlocative,family,morph,dice,0.3799241258414836,0.5967650235942918,-0.2168408977528081,0.2168408977528081
himself,pronoun_anchor,P:he,nonlocative,family,morph,hamming,0.1876708168842999,0.2818352059925093,-0.0941643891082092,0.0941643891082092
himself,pronoun_anchor,P:he,nonlocative,family,morph,idf_jaccard,0.7653070408228154,0.9444735292096184,-0.1791664883868029,0.1791664883868029
his,pronoun_anchor,P:he,full,item,morph,jaccard,0.475692553351222,0.6864910576158972,-0.2107985042646752,0.2107985042646752
his,pronoun_anchor,P:he,full,item,morph,dice,0.3241859754897172,0.5283257813614957,-0.2041398058717784,0.2041398058717784
his,pronoun_anchor,P:he,full,item,morph,hamming,0.1876404494382022,0.3040730337078652,-0.1164325842696629,0.1164325842696629
his,pronoun_anchor,P:he,full,item,morph,idf_jaccard,0.6800389087271062,0.8576620874458392,-0.177623178718733,0.177623178718733
his,pronoun_anchor,P:he,full,family,morph,jaccard,0.4725633781403172,0.6864910576158972,-0.21392767947558,0.21392767947558
his,pronoun_anchor,P:he,full,family,morph,dice,0.3222590716798583,0.5283257813614957,-0.2060667096816373,0.2060667096816373
his,pronoun_anchor,P:he,full,family,morph,hamming,0.1873671424233221,0.3040730337078652,-0.116705891284543,0.116705891284543
his,pronoun_anchor,P:he,full,family,morph,idf_jaccard,0.6855111296684752,0.8625629169957288,-0.1770517873272536,0.1770517873272536
his,pronoun_anchor,P:he,nonlocative,item,morph,jaccard,0.475692553351222,0.6537295298126492,-0.1780369764614272,0.1780369764614272
his,pronoun_anchor,P:he,nonlocative,item,morph,dice,0.3241859754897172,0.4883799533799533,-0.1641939778902361,0.1641939778902361
his,pronoun_anchor,P:he,nonlocative,item,morph,hamming,0.1876404494382022,0.2893258426966292,-0.1016853932584269,0.1016853932584269
his,pronoun_anchor,P:he,nonlocative,item,morph,idf_jaccard,0.6908795353843663,0.8450038726745638,-0.1541243372901974,0.1541243372901974
his,pronoun_anchor,P:he,nonlocative,family,morph,jaccard,0.4725633781403172,0.6537295298126492,-0.181166151672332,0.181166151672332
his,pronoun_anchor,P:he,nonlocative,family,morph,dice,0.3222590716798583,0.4883799533799533,-0.1661208817000949,0.1661208817000949
his,pronoun_anchor,P:he,nonlocative,family,morph,hamming,0.1873671424233221,0.2893258426966292,-0.101958700273307,0.101958700273307
his,pronoun_anchor,P:he,nonlocative,family,morph,idf_jaccard,0.6970782480191644,0.850609821449114,-0.1535315734299496,0.1535315734299496
she,pronoun_anchor,P:she,full,item,morph,jaccard,0.5602335572010869,0.7592334225931491,-0.1989998653920621,0.1989998653920621
she,pronoun_anchor,P:she,full,item,morph,dice,0.4086181264918638,0.6134321029573312,-0.2048139764654674,0.2048139764654674
she,pronoun_anchor,P:she,full,item,morph,hamming,0.1797752808988764,0.2464887640449438,-0.0667134831460674,0.0667134831460674
she,pronoun_anchor,P:she,full,item,morph,idf_jaccard,0.7768960223393251,0.9408176478165952,-0.16392162547727,0.16392162547727
she,pronoun_anchor,P:she,full,family,morph,jaccard,0.5664090991507988,0.7592334225931491,-0.1928243234423502,0.1928243234423502
she,pronoun_anchor,P:she,full,family,morph,dice,0.414806576332951,0.6134321029573312,-0.1986255266243802,0.1986255266243802
she,pronoun_anchor,P:she,full,family,morph,hamming,0.1816479400749064,0.2464887640449438,-0.0648408239700374,0.0648408239700374
she,pronoun_anchor,P:she,full,family,morph,idf_jaccard,0.8003759542810274,0.9420940702410012,-0.1417181159599739,0.1417181159599739
she,pronoun_anchor,P:she,nonlocative,item,morph,jaccard,0.5602335572010869,0.7526858916945125,-0.1924523344934255,0.1924523344934255
she,pronoun_anchor,P:she,nonlocative,item,morph,dice,0.4086181264918638,0.6049731858555388,-0.196355059363675,0.196355059363675
she,pronoun_anchor,P:she,nonlocative,item,morph,hamming,0.1797752808988764,0.25187265917603,-0.0720973782771535,0.0720973782771535
she,pronoun_anchor,P:she,nonlocative,item,morph,idf_jaccard,0.787117374020135,0.9387894726525244,-0.1516720986323895,0.1516720986323895
she,pronoun_anchor,P:she,nonlocative,family,morph,jaccard,0.5664090991507988,0.7526858916945125,-0.1862767925437136,0.1862767925437136
she,pronoun_anchor,P:she,nonlocative,family,morph,dice,0.414806576332951,0.6049731858555388,-0.1901666095225878,0.1901666095225878
she,pronoun_anchor,P:she,nonlocative,family,morph,hamming,0.1816479400749064,0.25187265917603,-0.0702247191011236,0.0702247191011236
she,pronoun_anchor,P:she,nonlocative,family,morph,idf_jaccard,0.8113866888570392,0.9397472244181758,-0.1283605355611365,0.1283605355611365
her_acc,pronoun_anchor,P:she,full,item,morph,jaccard,0.4780546809352625,0.7158706875661581,-0.2378160066308956,0.2378160066308956
her_acc,pronoun_anchor,P:she,full,item,morph,dice,0.3256499371845535,0.5605319946198145,-0.234882057435261,0.234882057435261
her_acc,pronoun_anchor,P:she,full,item,morph,hamming,0.1587078651685393,0.2549157303370786,-0.0962078651685393,0.0962078651685393
her_acc,pronoun_anchor,P:she,full,item,morph,idf_jaccard,0.7309169226796474,0.9204345766880389,-0.1895176540083915,0.1895176540083915
her_acc,pronoun_anchor,P:she,full,family,morph,jaccard,0.4847212504218965,0.7158706875661581,-0.2311494371442615,0.2311494371442615
her_acc,pronoun_anchor,P:she,full,family,morph,dice,0.331447776010048,0.5605319946198145,-0.2290842186097664,0.2290842186097664
her_acc,pronoun_anchor,P:she,full,family,morph,hamming,0.1610486891385767,0.2549157303370786,-0.0938670411985018,0.0938670411985018
