"lemma","w","mean_log_loss"
"each_other",0.66,0.353163787108101
"each_other",0.661,0.353206438798455
"each_other",0.662,0.353249391662098
"each_other",0.663,0.353292646323573
"each_other",0.664,0.353336203413617
"each_other",0.665,0.353380063569211
"each_other",0.666,0.35342422743363
"each_other",0.667,0.353468695656501
"each_other",0.668,0.353513468893848
"each_other",0.669,0.353558547808154
"each_other",0.67,0.35360393306841
"each_other",0.671,0.353649625350174
"each_other",0.672,0.353695625335624
"each_other",0.673,0.35374193371362
"each_other",0.674,0.353788551179757
"each_other",0.675,0.353835478436429
"each_other",0.676,0.353882716192882
"each_other",0.677,0.353930265165282
"each_other",0.678,0.353978126076771
"each_other",0.679,0.354026299657533
"each_other",0.68,0.354074786644855
"each_other",0.681,0.354123587783191
"each_other",0.682,0.35417270382423
"each_other",0.683,0.35422213552696
"each_other",0.684,0.354271883657735
"each_other",0.685,0.354321948990345
"each_other",0.686,0.354372332306081
"each_other",0.687,0.354423034393813
"each_other",0.688,0.354474056050051
"each_other",0.689,0.354525398079027
"each_other",0.69,0.354577061292763
"each_other",0.691,0.354629046511145
"each_other",0.692,0.354681354562001
"each_other",0.693,0.354733986281179
"each_other",0.694,0.354786942512621
"each_other",0.695,0.354840224108444
"each_other",0.696,0.354893831929021
"each_other",0.697,0.354947766843062
"each_other",0.698,0.355002029727697
"each_other",0.699,0.355056621468559
"each_other",0.7,0.355111542959871
"each_other",0.701,0.35516679510453
"each_other",0.702,0.355222378814199
"each_other",0.703,0.355278295009393
"each_other",0.704,0.35533454461957
"each_other",0.705,0.355391128583225
"each_other",0.706,0.355448047847982
"each_other",0.707,0.35550530337069
"each_other",0.708,0.355562896117518
"each_other",0.709,0.355620827064055
"each_other",0.71,0.355679097195407
"each_other",0.711,0.355737707506301
"each_other",0.712,0.355796659001187
"each_other",0.713,0.355855952694339
"each_other",0.714,0.355915589609967
"each_other",0.715,0.355975570782318
"each_other",0.716,0.356035897255792
"each_other",0.717,0.356096570085048
"each_other",0.718,0.356157590335119
"each_other",0.719,0.356218959081527
"each_other",0.72,0.356280677410398
"each_other",0.721,0.356342746418585
"each_other",0.722,0.356405167213782
"each_other",0.723,0.35646794091465
"each_other",0.724,0.356531068650942
"each_other",0.725,0.356594551563627
"each_other",0.726,0.356658390805022
"each_other",0.727,0.356722587538918
