"draw","delta"
159,-0.00520144941661843
160,0.0100943498414806
161,0.00531701343648627
162,0.0278695540864045
163,-0.0146943993032197
164,0.0185626049683845
165,-0.00482829953568442
166,-0.0120882141397687
167,-0.0249307927590692
168,-0.011534195031238
169,0.0456447192449093
170,-0.0439196888740228
171,-0.0105861470423688
172,0.000801433443795296
173,0.00517183614680911
174,0.0034477479038329
175,-0.00245757173506261
176,-0.00045437607937221
177,0.0394145244601148
178,-0.0134724042608645
179,-0.000304916454197057
180,-0.0350890620510279
181,-0.0134752106957928
182,0.00653134364562918
183,0.0565617144324904
184,0.0244883164343002
185,-0.0129817879302259
186,-0.0173463951695417
187,-0.0332965216522013
188,-0.018229934204042
189,-0.0159273323765666
190,0.0147461024317047
191,0.0187842879565424
192,0.0190844172490566
193,0.00313276472006635
194,-0.0405311905469734
195,-0.00948974000385328
196,-0.00997917402524401
197,0.00628199567669396
198,-0.0186793555871702
199,-0.00830788617467965
200,-0.00400975135466286
201,0.00598403854472984
202,-0.00330202225010945
203,-0.0256605025080634
204,0.0283324993105293
205,0.0311905803799955
206,0.0175463489036347
207,0.0379751502827079
208,-0.00931122445153115
209,0.00211990352579094
210,0.0151414839139692
211,0.0260176431114369
212,-0.0371090538625753
213,-0.0535258365769115
214,0.004719145891809
215,0.0138885716423996
216,0.0136390786798989
217,0.0157599321498335
218,-0.0058432019235829
219,0.0135378961248591
220,0.0229000564328999
221,0.019770864269652
222,-0.0249013211442501
223,0.00314796901581083
224,0.0485950395619627
225,-0.0379507422880418
226,0.0538695186557202
227,0.0202145297148681
228,-0.00905910318742476
229,-0.0393088075754147
230,-0.00467337565465104
231,-0.0137962128210155
232,0.00192311117188715
233,-0.0170836109816007
234,-0.0270032031019671
235,0.012864635327739
236,-0.00896693222684908
237,0.000941294550975968
238,-0.00795375911118273
239,0.025293250913334
240,0.00435781628293913
241,0.0472004868628366
242,-0.00898318802341769
243,0.0867081947318465
244,-0.0331154164429339
245,-0.0364576157054755
246,-0.025033253246374
247,0.00057942527163779
248,0.0204148808520115
249,0.0112297773792336
250,0.017295674560282
251,0.035486678463328
252,-0.0305096249110298
253,0.0801668812728901
254,-0.0275768456620904
255,-0.00400166594004853
256,-0.0194923443427579
257,-0.0270589723992077
258,-0.00406180069427009
259,0.0192375223939189
260,0.0229049314026656
261,0.0206955993861635
262,0.0633825528901961
263,0.018347232588347
264,-0.000754039402089346
265,0.0238455017399947
266,0.0196154545627811
267,-0.0206043551935688
268,0.0263924216371876
269,-0.0206446153666176
270,-0.0202080450878844
271,-0.00303977954312551
272,-0.0103405115956045
273,-0.00361159618897677
274,0.0125157231058321
275,0.00208321045320536
276,0.0169575170980671
277,-0.00121428106626847
278,-0.00403721605465129
279,0.0614087709799686
280,-0.0220487085138603
281,0.00012434076509038
282,0.00578140994478044
283,-0.0103473887869562
284,0.00520223913102841
285,0.00864417650026822
286,-0.0166552568490406
287,0.026082900205247
288,0.0407783495113574
289,0.031401528860132
290,0.000830332121829591
291,0.0289984932494232
292,0.0158556520850942
293,-0.00939230366684407
294,0.00532594034598682
295,-0.0254101643999721
296,0.0266181560294954
297,0.0252108561742844
298,-0.00737872102498544
299,0.0241302404595514
300,-0.0246374264386962
301,0.000132092544248175
302,-0.000773526599533447
303,0.0423966068614787
304,0.0220785040233845
305,0.00624182536014378
306,0.026532518337521
307,0.087571182010596
308,0.00542004447122968
309,0.0135597628856738
310,-0.00596432441493955
311,-0.020616259782378
312,-0.0638936880862476
313,0.010870304142844
314,0.0345569916004403
315,0.0160313388067771
316,0.0265382733523265
317,-0.0442300679347487
318,0.031012903916222
319,0.00708825394295554
320,0.0247291934293106
321,0.0378400819310373
322,0.0051153776015439
323,-0.00428730135737315
324,-0.00596151400290573
325,0.0223337743845092
326,-0.0269994028353899
327,-0.0272847965601956
328,0.0404073322278847
329,-0.0291465534296472
330,0.0388410339205169
331,-0.0283217994508027
332,-0.00843026253505247
333,-0.0244911990098667
334,0.0471067098157151
335,0.0185084191211856
336,0.0141923184787844
337,0.041919918145904
338,-0.0243930978285257
339,-0.0690841907542174
340,0.0436642938811537
341,-0.000439481134139885
342,0.00849555071488145
343,-0.0259939411893236
344,0.00697313435189484
345,-0.00986807541147156
346,-0.0153508208996643
347,0.023756050108156
348,0.0167531704010337
349,0.0465969772163753
350,-0.0268348335861635
351,-0.0319722253113061
352,0.0141980556885095
353,-0.0264870616410314
354,0.0418564124760323
355,0.00445584310528874
356,0.0396029406983927
357,-0.0077439681507423
358,-0.0357417371436262
359,0.0137354530903472
360,-0.0104708006532432
361,-0.0043889039653191
362,-0.0136189417909551
363,0.0114796116988526
364,-0.0133581207028033
365,0.000720044854207069
366,-0.0330440094093095
367,0.0513409923992402
368,-0.0422621193767657
369,0.0568002455487664
370,-0.0036708091901233
371,0.018029044973527
372,-0.00232078562137189
373,0.0157334482502366
374,-0.00882985923706342
375,0.000257985516978254
376,0.0345416492195468
377,-0.0244456794033184
378,-0.0393262779788715
379,0.0205655925069844
380,0.00589700024434447
381,-0.00690794774096037
382,0.0166749553471379
383,-0.0181595348715662
384,0.00934853236692462
385,0.00966302180820422
386,0.00235062450890627
387,-0.0546762368771819
388,-0.0338736358379536
389,0.0202704431370167
390,-0.0100874204991398
391,0.0299799560722885
392,0.0285874700054924
393,-0.011899933841271
394,-0.0272037364569227
395,-0.0323980286904206
396,0.0378297665637548
397,-0.0204995535086901
398,0.0228413020242556
399,-0.0321684486351265
400,0.015156742581411
401,0.0236646143497378
402,0.0119832608376071
403,-0.0266735371692531
404,0.0104612865633424
405,0.012045287447044
406,-0.00631878743287323
407,-0.0178981869389223
408,0.0191442161451308
409,-0.0209737798862536
410,-0.0192381284772379
411,-0.0231686537799335
412,0.0338881548976852
413,-0.00438884598076156
414,-0.0146737948603025
415,0.0253169972968157
416,-0.00971456169893214
417,-0.0067312831044471
418,-0.0464394379356062
419,-0.0107791839220442
420,0.031579287300943
421,0.00763838824959806
422,0.038221347930242
423,0.0271812545598103
424,0.00767187368607813
425,-0.0116537592388609
426,0.0123671035577326
427,0.0291516745409071
428,0.0156004293139303
429,-0.00248311899364156
430,-0.0180441537697012
431,0.0195012607439546
432,0.0166718214774776
433,-0.00397132767003827
434,0.0182212284505676
435,0.0430335148137047
436,-0.0197669421717753
437,0.0126129112142427
438,0.0105522258791121
439,-0.0163309688439255
440,0.0230568042664512
441,-0.0318992160503611
442,-0.0489129837137577
443,0.0415992898187491
444,-0.00675485555177291
445,0.0150938981255722
446,0.0211518464162731
447,-0.0317377017748923
448,0.0218468897043868
449,0.00774153692164725
450,-0.0485760717708708
451,-0.0277048743589683
452,0.027376361083111
453,-0.0047045073995835
454,0.0114144233372316
455,-0.00686324230623137
456,-0.00902126857981456
457,0.0203287442863893
458,-0.0112691784827225
459,0.0332899700753664
460,-0.000727411454329863
461,-0.0402530218559462
462,0.0113563292816934
463,0.0235406872026312
464,-0.00660517652350795
465,0.0102217616472735
466,0.0461817752544254
467,-0.039430102232057
468,0.0226083494346891
469,0.0389311166857301
470,-0.00373232004065271
471,0.00452642029350386
472,0.0276012979210908
473,0.00761029081929449
474,-0.0174855564614118
475,-0.00984840904926593
476,-0.0273953671909898
477,-0.018560388485063
478,0.0257533456771159
479,0.0308854838471563
480,0.041580066402915
481,0.00495428977714479
482,-0.00887630320332083
483,0.0089445834865467
484,-0.0035530965272958
485,0.0162175810972131
486,0.0147347553226216
487,-0.0134562281752257
488,0.0355788975726227
489,0.00396505099869132
490,-0.000663691572874658
491,0.0249733008937167
492,0.0116500966084527
493,0.0376710526155386
494,-0.000884416276173194
495,0.0514779676889881
496,0.00110335464644912
497,-0.00926249629600995
498,-0.023880295831276
499,0.0511748612065874
500,-0.0140697410969749
501,-0.0480314306616785
502,-0.00516958400398804
503,-0.0249004076304778
504,0.0230832066471832
505,0.013815957791633
506,0.0131035925268337
507,0.0384901963798282
508,-0.0179867277881803
509,0.00387703393496647
510,0.0363086327115658
511,-0.017145682327797
512,0.00568416183128856
513,0.00672314350095726
514,0.0180980442245215
515,0.0161044237551431
516,0.0411829418627879
517,-0.0149715025751621
518,0.0063921185142044
519,-0.0279367221665519
520,-0.0134449118965549
521,-0.0309925649582416
522,-0.00875963716234057
523,0.00239001452197979
524,-0.0141748712842627
525,-0.0324666122350297
526,-0.014663388249772
527,6.10377188457467e-05
528,0.01221924206728
529,0.0372754875886192
530,-0.0338315121260178
531,0.0130853420200589
532,0.0103466824627658
533,0.0119864869267404
534,-0.0275866565433939
535,0.0551033808690624
536,-0.00991856740788977
537,0.0136470557605468
538,-0.021037980978664
539,0.0132747548302574
540,0.0231439290262937
541,0.0332378139394074
542,0.052984823964138
543,0.0140373688897937
544,0.036964574035937
545,-0.0067600382062174
546,-0.0261712904431381
547,-0.0154920233512205
548,-0.0217862604801835
549,-0.0103909226174304
550,0.0129731169313106
551,0.000797749231613631
552,0.0118466120370135
553,-0.00466062966062969
554,-0.0126248907597614
555,0.0193674019795098
556,-0.00211259805410219
557,-0.00366684960635455
558,-0.0146943086279072
559,0.0538285696674076
560,0.0024189598015612
561,0.00950567262880331
562,-0.00192043953664839
563,0.0334178739411528
564,0.025590809970509
565,0.006906084512042
566,0.015115156264048
567,-0.032900996366613
568,-0.00586375841794895
569,0.00646402038775062
570,0.0576415492274954
571,0.0145229960848731
572,0.0262731836444461
573,0.00614434352433829
574,-0.0582095346768952
575,0.00501429108464491
576,0.00853938485033606
577,0.0537692054745099
578,0.0268115401968054
579,0.00920194749282943
580,-0.0223925542640116
581,-0.0217885956152478
582,0.0417393496174183
583,0.0132208460533788
584,0.0102560632070028
585,-0.00911191653849119
586,0.0167977111262273
587,0.0377751636255619
588,0.00172322167756372
589,-0.00523772431156089
590,0.0405454199242063
591,0.00691044539649421
592,0.010457946506046
593,-0.021061536247678
594,-0.0158047333899878
595,-0.0372967704573569
596,0.0137593511097138
597,-0.0421846522243524
598,-0.0104760659085358
599,0.0571410933667652
600,0.0140117456553389
601,-0.0232244803887845
602,0.0250334921116519
603,0.0354156645891877
604,-0.00709621584254794
605,-0.00792475012223509
606,0.00172249044806544
607,-0.0389858534886448
608,-0.0017600328928617
609,-0.00700906981394789
610,0.0215180339050753
611,0.0424603011253321
612,-0.0339462143330617
613,-0.046973641831512
614,0.000686917693226485
615,-0.00770000452907832
616,0.00223885823992637
617,0.0232612215134523
618,-0.0501050485898274
619,-0.0255900255584251
620,-0.0130261387312831
621,0.0809952882350954
622,0.0133314860966293
623,-0.048463575278611
624,-0.0194353365267848
625,0.0194816090738639
626,-0.00307654060992552
627,0.00644174218925953
628,0.00623490713377689
629,-0.0181524630042035
630,-0.0343632829210554
631,0.00155935938978163
632,0.0294653635986586
633,0.0179249672872702
634,-0.00122587964548287
635,-0.0366099351293387
636,-0.00829355902045253
637,-0.0111081991412179
638,0.032723699542316
639,-0.0151811662455799
640,0.0539657969845125
641,0.0247887557496418
642,-0.00368683957498184
643,-0.0173102559202921
644,0.0332065521328
645,0.00875930668001795
646,0.011379809018718
647,-0.00989817808817733
648,-0.0160842885637244
649,-0.0170362668042745
650,0.0399096029568048
651,0.0157280593256203
652,0.0227565278548408
653,0.0777114708125501
654,0.0178882649124387
655,0.0192623063871092
656,-0.0234110550059087
657,-0.00737221348726008
658,-0.00336664319897001
659,-0.0202718877830532
660,-0.0235219610932758
661,0.00859476060827641
662,0.0150334028405155
663,-0.00829658945650025
664,0.01702276186316
665,-0.016657915557474
666,-0.0095701202297867
667,0.0129180888505097
668,-0.0357754827476485
669,0.00250767016028353
670,0.00330024923335132
671,0.00818127084431641
672,-0.00135338659296352
673,0.047440089923395
674,0.00175250100454305
675,-0.0125216033328827
676,0.0361208637887706
677,0.0215415724565149
678,0.0673333044368601
679,0.00753973768348193
680,-0.0165428526461913
681,-0.0189703348141886
682,0.00915923639222826
683,0.00789108451039494
684,3.2833737520499e-05
685,-0.00457274251755851
686,7.35483512289137e-05
687,0.0421689655788581
688,-0.012697064408832
689,0.0177500561867155
690,0.000329713430904932
691,-0.0135179697545552
692,0.025961453749117
693,0.0242308989500735
694,-0.0399109446641688
695,-0.0329316882174775
696,0.00551977535293185
697,1.48331436527482e-05
698,0.0234726138148321
699,0.0105237282703013
700,0.0312271331889356
701,0.0242935060949073
702,-0.0519658435716683
703,0.0110320959062986
704,0.0226826847659211
705,0.0289185611426149
706,-0.0166118934793932
707,-0.0209960272426894
708,0.0475549725353355
709,0.000401664522761691
710,0.00921382981942598
711,0.0338794808721012
712,-0.0267979897132503
713,-0.0218541171031223
714,-0.00892613628373579
715,0.0512056041760479
716,0.000217309291698164
717,-0.029445571504978
718,-0.016013202702361
719,0.0195687805395905
720,-0.0231515611656201
721,0.0278072695896336
722,0.0144139825345018
723,-0.00344361635380286
724,0.00787911383838891
725,-0.0275438969372503
726,-0.020381036853889
727,0.0104510955793144
728,0.0255609521437723
729,-0.00232654838100166
730,0.0115941415007042
731,-0.040606912209717
732,0.0217059635221581
733,0.00252701625728541
734,-0.018799194309406
735,0.0217860209833168
736,0.00065332719713912
737,-0.0184044736972538
738,-0.0196595629726956
739,-0.000821263649192217
740,0.0246842305180728
741,0.00185869266228383
742,0.0403683549479619
743,0.000812385500166324
744,-0.0175439052290483
745,0.0157387502157832
746,-0.0101066720740076
747,0.024753806580878
748,0.0128333238299779
749,0.0522590338013585
750,0.0331164270266779
751,-0.0181001782094605
752,0.00488291122527224
753,-0.0195797671781326
754,0.0434055000055111
755,-0.020231308971002
756,-0.0285809496178587
757,-0.0172589288210136
758,-0.00181741771354155
759,-0.0237267741316814
760,0.0243677692391078
761,-0.00966727041811005
762,-0.00373446334463196
763,-0.00328368124265532
764,0.00859750593402109
765,0.024128274781092
766,-0.0214129762011245
767,-0.0127705362405943
768,0.0118087284220377
769,-0.0317036929163962
770,0.00240885390516521
771,0.00575847922199835
772,0.0227481847196656
773,-0.0216239435833552
774,0.0200813009631819
775,-0.021334244221437
776,-0.0150331587514497
777,-0.0194949326378431
778,-0.0168378483419007
779,0.0160309073402706
780,0.0320396622942201
781,0.0111800828456716
782,-0.0119849949678978
783,0.00883650686820858
784,0.0184541107934513
785,0.0138397930021686
786,-0.00748568471476496
787,-0.000274404678566931
788,-0.0144366686783915
789,0.01157149304449
790,-0.0416927620376161
791,-0.0245237484619645
792,0.0121604339492228
793,-0.0132848850298209
794,-0.0111033749564919
795,-0.0358538974862448
796,-0.00912570357430531
797,-0.00558331720369803
798,0.0216158922267297
799,-0.00402701144633261
800,-0.000519716694364403
801,-0.0112823683792599
802,0.0187226840256669
803,-0.00642931785218387
804,0.000927480944887593
805,-0.00952931512237354
806,-0.00678289552402073
807,-0.0444240994415154
808,0.000367552531198911
809,0.0244354586877552
810,-0.0106897408022323
811,0.0162303123696862
812,0.00285463816131637
813,0.00419146522998914
814,-0.0171848276987077
815,-0.0230475700346292
816,-0.00997901350776997
817,0.0671136723428181
818,-0.0313412164542567
819,0.0241277255525527
820,0.00758154158892971
821,-0.0105937558220188
822,-0.090868008080855
823,0.0238454889244155
824,0.0291968236054478
825,-0.0300268438497235
826,-0.026040290992687
827,-0.0331180262628395
828,-0.0192090692460944
829,0.0271067659870715
830,0.00121391104232088
831,-0.0120457669338367
832,-0.0278275365448191
833,-0.0297081804829902
834,-0.0219292003331907
835,0.0188507990636542
836,-0.00413816054954563
837,0.00504172541785541
838,-0.00604170690722916
839,-0.0221847460961111
840,-0.0245167829759475
841,-0.00267995011610117
842,0.00546412172630639
843,-0.00668326947811715
844,0.00215295980990604
845,0.0108706846119478
846,-0.0118378833334075
847,0.00354014289637566
848,0.0238685666170326
849,-0.0280730044219125
850,0.0279898773216294
851,0.0113418039619116
852,0.00195569937874085
853,0.00263543470522232
854,0.0489447125882413
855,-0.0214594798151074
856,0.0382667001338932
857,-0.0358758234418174
858,0.0110942542324666
859,0.00522924268712133
860,0.0419249475630417
861,-0.0543000611442792
862,0.0261236224312261
863,0.00743893680275637
864,0.000925807696252667
865,-0.0260894985962899
866,0.00953710182739681
867,-0.0345468138962908
868,0.0549992979816362
869,0.0368606632108374
870,-0.00776636619206394
871,-0.023835285564867
872,-0.00346304509805295
873,0.00619398461238352
874,-0.0053359146787802
875,-0.0262137043337489
876,-0.0213602503681077
877,0.00444529258732834
878,-0.00648569358203804
879,0.0194631058431746
880,-0.0150880005561713
881,-0.019577017867274
882,-0.00750384006790367
883,0.0282223920630072
884,-0.0041021082495879
885,-0.0297937160064563
886,0.0255348044319412
887,0.0269530288068107
888,0.0103513657564884
889,-0.000515525869997924
890,-0.0064818383431135
891,0.0333883886238701
892,0.0173799060738133
893,0.0344595605144334
894,-0.0217602893850644
895,0.016407530893193
896,-0.0267807427938533
897,-0.021703600233008
898,0.0156357144109625
899,-0.072996742461675
900,-0.0181146683240573
901,-0.0128422978220919
902,-0.0015558368706533
903,0.0118863513342733
904,0.0126524996368707
905,-0.000986276258423846
906,-0.0286368942565006
907,-0.0142745791991741
908,-0.005987434028841
909,-0.0244846241608384
910,0.0162047945032466
911,0.0116258185399892
912,-0.0389687630399863
913,-0.0306299741570713
914,-0.00746818533746751
915,-0.0318238914140643
916,-0.0135721797339111
917,0.0284304483735984
918,0.00928082854750234
919,-0.011221793846005
920,0.0160412717694899
921,-0.0268192216807578
922,-0.0296215415541035
923,0.0190072500767302
924,-0.0254209498001191
925,0.0465935882221534
926,-0.000840531732757221
927,0.0195284642079496
928,0.0414399293796891
929,-0.0298390673251141
930,0.0239927775982161
931,0.0618597119823737
932,0.0252799501216516
933,0.00744906892585373
934,-0.0158527226108772
935,-0.0127398588066354
936,-0.0283341112158319
937,0.029349040558783
938,0.00708840736418032
939,0.0257938996798533
940,-0.00241773518075111
941,-0.00895855073405527
942,-0.022629234107291
943,0.00642930578872336
944,-0.0377028121893901
945,0.0466263020320565
946,0.0050776167945048
947,0.00506143219581451
948,0.00389574458091785
949,-0.0290905678122302
950,-0.0262841642671836
951,-0.00148288483361952
952,-0.00290678150149604
953,0.00240723690166633
954,-0.0101620762924026
955,0.0103816267258252
956,0.00727893137007968
957,-0.0163045463529463
958,-0.0158913380032156
959,-0.00549091712724942
960,-0.0130626889393818
961,0.00716542827631161
962,0.00727016979386336
963,0.0377199773582005
964,-0.0252203170569054
965,0.019903573751587
966,-0.0117612968663251
967,-0.0219619876930311
968,0.000121236437156447
969,-0.00790449364845758
970,0.0185681666414679
971,-0.0507472192974991
972,0.0228636993614597
973,0.0314965900525159
974,0.0230134105745431
975,-0.0172842856769483
976,0.00712477747182994
977,0.0179961732382938
978,0.0274311593192533
979,-0.0169374188046853
980,-0.00260870126456647
981,-0.00934433191737727
982,-0.0102223896862588
983,0.0332255084067154
984,-0.0118958906037502
985,0.0251543597865158
986,0.0107630427209709
987,-0.00951942243016385
988,-0.000154435937038011
989,0.00749333644338157
990,-0.0475164375373094
991,0.0341890484710924
992,0.0154699132253842
993,-0.0300470262258818
994,-0.0394490817605201
995,0.0204105238580794
996,-0.00961326369353083
997,0.00456719193826444
998,0.00591231538769327
999,-0.0131411568085573
1000,-0.036700219544522
1001,-0.0184334835988686
1002,0.0129581360165443
1003,-0.012881449259905
1004,0.0094763388668585
1005,0.00330967145916417
1006,0.0407060240832776
1007,-0.027110824190516
1008,-0.00716624742452426
1009,0.055579814063996
1010,0.0544091681991551
1011,0.0415536388954301
1012,0.0130139363006271
1013,0.00531049809672207
1014,0.0563288616895827
1015,0.0325374782556573
1016,-0.0141736148286519
1017,-0.0326388328804451
1018,0.0297315513572336
1019,-0.00468843044867573
1020,0.0130459875224647
1021,-0.0127412880977213
1022,0.000600991003599838
1023,-0.029503962861274
1024,-0.0330317331266011
1025,0.0512991948377287
1026,-0.059618672188706
1027,-0.00782896912562775
1028,0.0117548058798414
1029,-0.00171167968216085
1030,0.0152343542060669
1031,-0.0311464581671348
1032,0.00877916329207534
1033,0.0115786517013008
1034,0.0640839632527322
1035,0.00879903236287782
1036,-0.000232678776756923
1037,-0.00971924335602431
1038,0.0422253281610583
1039,0.0195607610338242
1040,-0.00801472602883924
1041,-0.01881671196618
1042,0.017008509930037
1043,-0.0219660575518414
1044,-0.00515270015932318
1045,-0.0422658933358315
1046,0.0198938086058209
1047,0.0147137468213011
1048,-0.0100130732678493
1049,-0.00589406325623948
1050,0.0148339499118427
1051,0.0190552676116262
1052,0.0179680661672039
1053,-0.0313286181643013
1054,-0.026030385717107
1055,0.0461779111502738
1056,0.0079441273744747
1057,0.0369669410033616
1058,-0.0302334005060466
1059,-0.00665810955948881
1060,-0.0343402916942995
1061,0.0149990988554223
1062,0.0158111366844215
1063,-0.0400295691534459
1064,-0.0073357365389512
1065,0.00680619160487855
1066,-0.000215302221187041
1067,0.00585057109370002
1068,0.0102229558898602
1069,0.0237682228346998
1070,0.0322882500129178
1071,-0.0222527692836468
1072,0.0375577383588455
1073,0.00631318323589036
1074,-0.0264217092181164
1075,-0.03491419134114
1076,0.0351113347878876
1077,-0.0233510560154905
1078,0.00576613201035703
1079,-0.0144774804208402
1080,-0.00412018926488972
1081,-0.0231189135895004
1082,-0.00907799688871941
1083,-0.00886583984305422
1084,-0.00710241681049756
1085,0.0186592783784908
1086,-0.00225008781320446
1087,-0.00942029144284207
1088,0.0132534431775496
1089,0.0135238703522481
1090,0.0533369350486905
1091,0.0217805371304841
1092,-0.0219033498558511
1093,-0.0150164244031399
1094,0.0338078664205366
1095,0.0287774154532123
1096,-0.0670915947081517
1097,0.0251322552827361
1098,0.0518079363114284
1099,-0.0176609395373397
1100,-0.00810475163037161
1101,0.0557266807545707
1102,0.0264423849353591
1103,-0.00320370859657798
1104,-0.0137435866485296
1105,0.00153313805698552
1106,0.0181157002618893
1107,0.0327926415289848
1108,0.00197176175913816
1109,-0.0109097436319837
1110,0.000693695077385537
1111,-0.00908771190105295
1112,0.00585824765901893
1113,-0.0101128229239801
1114,0.0270672035161866
1115,-0.0410087830683487
1116,0.00396846379448162
1117,0.0423696101279951
1118,-0.0537471710092944
1119,-0.0062164473760119
1120,-0.00911616665891102
1121,-0.0187648386457155
1122,0.0170327199473496
1123,0.0259325510043038
1124,0.030984099787348
1125,0.0134858130981435
1126,-0.0218951093497365
1127,-0.00883217186712826
1128,0.0450412631461461
1129,-0.0110426092916953
1130,0.0206265690905119
1131,-0.00867471532692854
1132,-0.0310613977687039
1133,0.0167959436788868
1134,-0.0340819877672258
1135,0.0181502809927576
1136,0.0146740394869134
1137,-0.00488412642000724
1138,0.00903779811279726
1139,-0.0249594525429732
1140,0.0120102156764075
1141,-0.00189702014519189
1142,0.0140165492720536
1143,0.0374856087896905
1144,-0.00909849672206392
1145,0.0239072696828109
1146,0.0404714772894564
1147,0.0694863747867171
1148,0.0276036810136407
1149,-0.0433256995159719
1150,0.0163610792309398
1151,0.0430032384931064
1152,-0.00902274583716894
1153,-0.010083607257227
1154,0.0102939636121378
1155,0.013762493146271
1156,-0.00160446817628007
1157,0.0181119474166835
1158,-0.0387971292353105
1159,0.0317170028805435
1160,0.0154723153827512
1161,-0.0368806682613778
1162,-0.0284006194330793
1163,0.000555859320162999
1164,0.00642261200548405
1165,-0.0442746430920296
1166,0.0425343037782779
1167,-0.00338319140673476
1168,0.00637954595608947
1169,-0.022357513650656
1170,-0.0389734849763926
1171,-0.00973536783733892
1172,0.0386056156135287
1173,-0.0340857264472911
1174,0.0226584028422395
1175,0.0382290967932052
1176,-0.00798906359537077
1177,-0.0246909113218678
1178,-0.0297517986417255
1179,0.0134225836239192
1180,0.0373674596875453
1181,0.0297872993109033
1182,0.00147873126578862
1183,-0.00855238601902958
1184,0.0165638994383938
1185,-0.0314342180043009
1186,0.00723902719343705
1187,0.0329184478887101
1188,-0.0204274277313586
1189,0.0436281459830783
1190,0.0605688897161276
1191,0.0323198497043333
1192,0.00795701414990224
1193,-0.0328692875132401
1194,-0.0199366678476441
1195,0.00806217852196783
1196,-0.0105523864587541
1197,0.0127354185966618
1198,0.0148300199519747
1199,-0.00360702285457343
1200,-0.0354444828213915
1201,0.044431771771747
1202,-0.0293925067953331
1203,0.0487538807250411
1204,-0.0170925933102746
1205,-0.000595012982438414
1206,0.00934119725965277
1207,0.0333468134853069
1208,-0.00144993382327535
