"metric","mean","q05","q50","q95"
"delta_each",-0.030880579793635,-0.0993523265558211,-0.0284107862803075,0.0317443581848592
"delta_onean",-0.0363179221378515,-0.103523563153329,-0.0346794906253406,0.0260948385865868
"share_pron_each",0.5728,0,0.6,1
"share_pron_onean",0.6136,0,0.6,1
"P_each",0.465257456345798,0.376290657929049,0.46413247427203,0.560703115063731
"P_onean",0.474116553887396,0.384523329934803,0.474766053791664,0.565713915656407
